ID	Species	R or P	Reaction Name	Mass
763_0	C1(COC(C(C(C1CO)O)O)O)=O	1	Aldol Condensation	192.063388104
763_1	C=O	-1	Knoevenagel C	30.010564684
763_1	C1(COC(C(C(C1)O)O)O)=O	-1	Knoevenagel C	162.05282342
763_1	C1(COC(C(C(C1CO)O)O)O)=O	1	Knoevenagel C	192.063388104
765_0	C=O	-1	Aldol Condensation	30.010564684
765_0	C1(COC(C(C(C1)O)O)O)=O	-1	Aldol Condensation	162.05282342
765_0	C1(C(CO)OC(C(C(C1)O)O)O)=O	1	Aldol Condensation	192.063388104
765_1	C=O	-1	Knoevenagel H	30.010564684
765_1	C1(COC(C(C(C1)O)O)O)=O	-1	Knoevenagel H	162.05282342
765_1	C1(C(CO)OC(C(C(C1)O)O)O)=O	1	Knoevenagel H	192.063388104
767_0	C=O	-1	Aldol Condensation	30.010564684
767_0	C(C(C=CC(CO)=O)O)=O	-1	Aldol Condensation	144.042258736
767_0	C(C(C=CC(C(CO)O)=O)O)=O	1	Aldol Condensation	174.05282342
767_1	C=O	-1	Knoevenagel H	30.010564684
767_1	C(C(C=CC(CO)=O)O)=O	-1	Knoevenagel H	144.042258736
767_1	C(C(C=CC(C(CO)O)=O)O)=O	1	Knoevenagel H	174.05282342
769_0	C=O	-1	Aldol Condensation	30.010564684
769_0	C(CC1(C(C(CO1)O)O)O)=O	-1	Aldol Condensation	162.05282342
769_0	C(C(CO)C1(C(C(CO1)O)O)O)=O	1	Aldol Condensation	192.063388104
769_1	C=O	-1	Knoevenagel C	30.010564684
769_1	C(CC1(C(C(CO1)O)O)O)=O	-1	Knoevenagel C	162.05282342
769_1	C(C(CO)C1(C(C(CO1)O)O)O)=O	1	Knoevenagel C	192.063388104
771_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
771_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
771_0	C(C(C(C(C(C=O)=O)CO)O)O)=O	1	Aldol Condensation	190.04773804
771_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
771_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
771_1	C(C(C(C(C(C=O)=O)CO)O)O)=O	1	Knoevenagel C	190.04773804
773_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
773_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
773_0	C(C(C(CO)C(C)(CO)O)=O)=O	1	Aldol Condensation	176.068473484
773_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
773_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
773_1	C(C(C(CO)C(C)(CO)O)=O)=O	1	Knoevenagel C	176.068473484
775_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
775_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
775_0	C(CC(C(CCO)=O)O)(CO)=O	1	Aldol Condensation	176.068473484
777_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
777_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
777_0	C(C(CCO)(CC(CO)=O)O)=O	1	Aldol Condensation	176.068473484
778_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
778_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
778_0	C(C(C(C(CCO)=O)O)O)(C)=O	1	Aldol Condensation	176.068473484
778_1	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
778_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
778_1	C(C(C(C(CCO)=O)O)O)(C)=O	1	Knoevenagel H	176.068473484
780_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
780_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
780_0	C(C(CCO)(C(C(C)=O)O)O)=O	1	Aldol Condensation	176.068473484
780_1	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
780_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
780_1	C(C(CCO)(C(C(C)=O)O)O)=O	1	Knoevenagel H	176.068473484
782_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
782_0	C(C)=O	-1	Aldol Condensation	44.026214748
782_0	C(C(C(CO)C(C)O)=O)=O	1	Aldol Condensation	146.0579088
782_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
782_1	C(C)=O	-1	Knoevenagel C	44.026214748
782_1	C(C(C(CO)C(C)O)=O)=O	1	Knoevenagel C	146.0579088
784_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
784_0	C(C)=O	-1	Aldol Condensation	44.026214748
784_0	C(CC(C(CCO)=O)O)=O	1	Aldol Condensation	146.0579088
786_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
786_0	C(C)=O	-1	Aldol Condensation	44.026214748
786_0	C(C(CCO)(CC=O)O)=O	1	Aldol Condensation	146.0579088
788_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
788_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
788_0	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Aldol Condensation	192.063388104
788_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
788_1	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
788_1	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Knoevenagel H	192.063388104
790_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
790_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
790_0	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Aldol Condensation	192.063388104
790_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
790_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
790_1	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Knoevenagel C	192.063388104
792_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
792_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
792_0	C(C(C(CO)(C)O)O)(CCO)=O	1	Aldol Condensation	178.084123548
792_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
792_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
792_1	C(C(C(CO)(C)O)O)(CCO)=O	1	Knoevenagel H	178.084123548
794_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
794_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
794_0	C(CO)(C(CO)C(CO)(C)O)=O	1	Aldol Condensation	178.084123548
794_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
794_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
794_1	C(CO)(C(CO)C(CO)(C)O)=O	1	Knoevenagel C	178.084123548
796_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
796_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
796_0	C(CO)(CC(CO)(CCO)O)=O	1	Aldol Condensation	178.084123548
798_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
798_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
798_0	C(C)(C(C(CO)(CCO)O)O)=O	1	Aldol Condensation	178.084123548
798_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
798_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
798_1	C(C)(C(C(CO)(CCO)O)O)=O	1	Knoevenagel H	178.084123548
800_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
800_0	C(C)=O	-1	Aldol Condensation	44.026214748
800_0	C(C(C(C)O)O)(CCO)=O	1	Aldol Condensation	148.073558864
800_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
800_1	C(C)=O	-1	Knoevenagel H	44.026214748
800_1	C(C(C(C)O)O)(CCO)=O	1	Knoevenagel H	148.073558864
802_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
802_0	C(C)=O	-1	Aldol Condensation	44.026214748
802_0	C(CO)(C(CO)C(C)O)=O	1	Aldol Condensation	148.073558864
802_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
802_1	C(C)=O	-1	Knoevenagel C	44.026214748
802_1	C(CO)(C(CO)C(C)O)=O	1	Knoevenagel C	148.073558864
804_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
804_0	C(C)=O	-1	Aldol Condensation	44.026214748
804_0	C(CC(CO)(CCO)O)=O	1	Aldol Condensation	148.073558864
806_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
806_0	C(C)=O	-1	Aldol Condensation	44.026214748
806_0	C(C(C(C=O)O)O)(CC(C)O)=O	1	Aldol Condensation	176.068473484
808_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
808_0	C(C)=O	-1	Aldol Condensation	44.026214748
808_0	C(CC(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
810_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
810_0	C(C)=O	-1	Aldol Condensation	44.026214748
810_0	C(CC(C)(C(C(C=O)O)O)O)=O	1	Aldol Condensation	176.068473484
811_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
811_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
811_0	C(C(C(CC(CO)=O)O)O)=O	1	Aldol Condensation	162.05282342
812_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
812_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
812_0	C(C(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	162.05282342
812_1	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
812_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
812_1	C(C(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	162.05282342
814_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
814_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
814_0	C(C(C(C(C=O)C(C=O)O)O)O)=O	1	Aldol Condensation	190.04773804
814_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
814_1	C(CC(C=O)O)=O	-1	Knoevenagel C	102.031694052
814_1	C(C(C(C(C=O)C(C=O)O)O)O)=O	1	Knoevenagel C	190.04773804
816_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
816_0	C(C)=O	-1	Aldol Condensation	44.026214748
816_0	C(CC(C(C=O)O)O)=O	1	Aldol Condensation	132.042258736
818_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
818_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
818_0	C(CO)(CC(CO)(C)O)=O	1	Aldol Condensation	148.073558864
820_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
820_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
820_0	C(C)(C(C(CO)(C)O)O)=O	1	Aldol Condensation	148.073558864
820_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
820_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
820_1	C(C)(C(C(CO)(C)O)O)=O	1	Knoevenagel H	148.073558864
821_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
821_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
821_0	C(CC(C(CC(CO)=O)O)O)=O	1	Aldol Condensation	176.068473484
822_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
822_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
822_0	C(CC(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
822_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
822_1	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
822_1	C(CC(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	176.068473484
824_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
824_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
824_0	C(C(CC(CC(CO)=O)O)O)=O	1	Aldol Condensation	176.068473484
826_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
826_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
826_0	C(C(CC(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
826_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
826_1	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
826_1	C(C(CC(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	176.068473484
828_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
828_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
828_0	C(C(C(CO)(C)O)C(C=O)O)=O	1	Aldol Condensation	176.068473484
828_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
828_1	C(CC(C=O)O)=O	-1	Knoevenagel C	102.031694052
828_1	C(C(C(CO)(C)O)C(C=O)O)=O	1	Knoevenagel C	176.068473484
830_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
830_0	C(C(C(C=O)O)O)=O	-1	Aldol Condensation	118.02660867200001
830_0	C(C(C(C(CC(CO)=O)O)O)O)=O	1	Aldol Condensation	192.063388104
832_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
832_0	C(C(C(C=O)O)O)=O	-1	Aldol Condensation	118.02660867200001
832_0	C(C(C(C(C(C(C)=O)O)O)O)O)=O	1	Aldol Condensation	192.063388104
832_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
832_1	C(C(C(C=O)O)O)=O	-1	Knoevenagel H	118.02660867200001
832_1	C(C(C(C(C(C(C)=O)O)O)O)O)=O	1	Knoevenagel H	192.063388104
834_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
834_0	C(C)=O	-1	Aldol Condensation	44.026214748
834_0	C(CO)(CC(C)O)=O	1	Aldol Condensation	118.06299418
836_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
836_0	C(C)=O	-1	Aldol Condensation	44.026214748
836_0	C(C)(C(C(C)O)O)=O	1	Aldol Condensation	118.06299418
836_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
836_1	C(C)=O	-1	Knoevenagel H	44.026214748
836_1	C(C)(C(C(C)O)O)=O	1	Knoevenagel H	118.06299418
838_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
838_0	C(C)=O	-1	Aldol Condensation	44.026214748
838_0	C(CC(C)(CO)O)=O	1	Aldol Condensation	118.06299418
840_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
840_0	C(CO)(C(CO)O)=O	-1	Aldol Condensation	120.04225873600001
840_0	C(CO)(CC(CO)(C(CO)O)O)=O	1	Aldol Condensation	194.079038168
842_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
842_0	C(CO)(C(CO)O)=O	-1	Aldol Condensation	120.04225873600001
842_0	C(C)(C(C(CO)(C(CO)O)O)O)=O	1	Aldol Condensation	194.079038168
842_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
842_1	C(CO)(C(CO)O)=O	-1	Knoevenagel H	120.04225873600001
842_1	C(C)(C(C(CO)(C(CO)O)O)O)=O	1	Knoevenagel H	194.079038168
844_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
844_0	C(CO)(C(CO)O)=O	-1	Aldol Condensation	120.04225873600001
844_0	C(C(C(CO)(C)O)O)(C(CO)O)=O	1	Aldol Condensation	194.079038168
844_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
844_1	C(CO)(C(CO)O)=O	-1	Knoevenagel H	120.04225873600001
844_1	C(C(C(CO)(C)O)O)(C(CO)O)=O	1	Knoevenagel H	194.079038168
846_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
846_0	C(C)=O	-1	Aldol Condensation	44.026214748
846_0	C(C(C(C)O)C(C=O)O)=O	1	Aldol Condensation	146.0579088
846_1	C(CC(C=O)O)=O	-1	Knoevenagel C	102.031694052
846_1	C(C)=O	-1	Knoevenagel C	44.026214748
846_1	C(C(C(C)O)C(C=O)O)=O	1	Knoevenagel C	146.0579088
848_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
848_0	C(C)=O	-1	Aldol Condensation	44.026214748
848_0	C(CC(C(CC=O)O)O)=O	1	Aldol Condensation	146.0579088
850_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
850_0	C(C)=O	-1	Aldol Condensation	44.026214748
850_0	C(CC(CC(C=O)O)O)=O	1	Aldol Condensation	146.0579088
851_0	C(C(C(C=O)O)O)=O	-1	Aldol Condensation	118.02660867200001
851_0	C(C)=O	-1	Aldol Condensation	44.026214748
851_0	C(CC(C(C(C=O)O)O)O)=O	1	Aldol Condensation	162.05282342
853_0	C(C)=O	-1	Aldol Condensation	44.026214748
853_0	C(C)=O	-1	Aldol Condensation	44.026214748
853_0	C(CC(C)O)=O	1	Aldol Condensation	88.052429496
855_0	C(C)=O	-1	Aldol Condensation	44.026214748
855_0	C(CO)(C(CO)O)=O	-1	Aldol Condensation	120.04225873600001
855_0	C(CC(CO)(C(CO)O)O)=O	1	Aldol Condensation	164.068473484
857_0	C(C)=O	-1	Aldol Condensation	44.026214748
857_0	C(CO)(C(CO)O)=O	-1	Aldol Condensation	120.04225873600001
857_0	C(C(C(C)O)O)(C(CO)O)=O	1	Aldol Condensation	164.068473484
857_1	C(C)=O	-1	Knoevenagel H	44.026214748
857_1	C(CO)(C(CO)O)=O	-1	Knoevenagel H	120.04225873600001
857_1	C(C(C(C)O)O)(C(CO)O)=O	1	Knoevenagel H	164.068473484
859_0	C(C)=O	-1	Aldol Condensation	44.026214748
859_0	C(CCO)(CC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
859_0	C(CC(C(CC(CCO)=O)=O)O)=O	1	Aldol Condensation	188.068473484
861_0	C(C)=O	-1	Aldol Condensation	44.026214748
861_0	C(CCO)(CC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
861_0	C(CC(C=O)(CC=O)O)(CCO)=O	1	Aldol Condensation	188.068473484
863_0	C(C)=O	-1	Aldol Condensation	44.026214748
863_0	C(CCO)(CC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
863_0	C(CC(CCO)(CC(C=O)=O)O)=O	1	Aldol Condensation	188.068473484
865_0	C(C)=O	-1	Aldol Condensation	44.026214748
865_0	C(CCO)(CC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
865_0	C(CCO)(C(C(C=O)=O)C(C)O)=O	1	Aldol Condensation	188.068473484
865_1	C(C)=O	-1	Knoevenagel C	44.026214748
865_1	C(CCO)(CC(C=O)=O)=O	-1	Knoevenagel C	144.042258736
865_1	C(CCO)(C(C(C=O)=O)C(C)O)=O	1	Knoevenagel C	188.068473484
867_0	C(C)=O	-1	Aldol Condensation	44.026214748
867_0	C(CCO)(CC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
867_0	C(C(CO)C(C)O)(CC(C=O)=O)=O	1	Aldol Condensation	188.068473484
867_1	C(C)=O	-1	Knoevenagel C	44.026214748
867_1	C(CCO)(CC(C=O)=O)=O	-1	Knoevenagel C	144.042258736
867_1	C(C(CO)C(C)O)(CC(C=O)=O)=O	1	Knoevenagel C	188.068473484
869_0	C(C)=O	-1	Aldol Condensation	44.026214748
869_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
869_0	C(CC(C(CCC(CO)=O)=O)O)=O	1	Aldol Condensation	188.068473484
871_0	C(C)=O	-1	Aldol Condensation	44.026214748
871_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
871_0	C(CO)(CCC(C=O)(CC=O)O)=O	1	Aldol Condensation	188.068473484
873_0	C(C)=O	-1	Aldol Condensation	44.026214748
873_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
873_0	C(CC(CCC(C=O)=O)(CO)O)=O	1	Aldol Condensation	188.068473484
875_0	C(C)=O	-1	Aldol Condensation	44.026214748
875_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
875_0	C(CC(C(C=O)=O)C(C)O)(CO)=O	1	Aldol Condensation	188.068473484
877_0	C(C)=O	-1	Aldol Condensation	44.026214748
877_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
877_0	C(CO)(C(C(C)O)CC(C=O)=O)=O	1	Aldol Condensation	188.068473484
879_0	C(C)=O	-1	Aldol Condensation	44.026214748
879_0	C(CO)(CCC(C=O)=O)=O	-1	Aldol Condensation	144.042258736
879_0	C(CCC(C=O)=O)(C(C(C)O)O)=O	1	Aldol Condensation	188.068473484
879_1	C(C)=O	-1	Knoevenagel H	44.026214748
879_1	C(CO)(CCC(C=O)=O)=O	-1	Knoevenagel H	144.042258736
879_1	C(CCC(C=O)=O)(C(C(C)O)O)=O	1	Knoevenagel H	188.068473484
881_0	C(C)=O	-1	Aldol Condensation	44.026214748
881_0	C(C)(C(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
881_0	C(CC(C(CC(C(C)=O)O)=O)O)=O	1	Aldol Condensation	188.068473484
883_0	C(C)=O	-1	Aldol Condensation	44.026214748
883_0	C(C)(C(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
883_0	C(C)(C(CC(C=O)(CC=O)O)O)=O	1	Aldol Condensation	188.068473484
885_0	C(C)=O	-1	Aldol Condensation	44.026214748
885_0	C(C)(C(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
885_0	C(CC(C)(C(CC(C=O)=O)O)O)=O	1	Aldol Condensation	188.068473484
887_0	C(C)=O	-1	Aldol Condensation	44.026214748
887_0	C(C)(C(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
887_0	C(C(C(C(C=O)=O)C(C)O)O)(C)=O	1	Aldol Condensation	188.068473484
887_1	C(C)=O	-1	Knoevenagel C	44.026214748
887_1	C(C)(C(CC(C=O)=O)O)=O	-1	Knoevenagel C	144.042258736
887_1	C(C(C(C(C=O)=O)C(C)O)O)(C)=O	1	Knoevenagel C	188.068473484
889_0	C(C)=O	-1	Aldol Condensation	44.026214748
889_0	C(C)(C(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
889_0	C(C(CC(C=O)=O)O)(CC(C)O)=O	1	Aldol Condensation	188.068473484
891_0	C(C)=O	-1	Aldol Condensation	44.026214748
891_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
891_0	C(CC(C(CC(CC=O)O)=O)O)=O	1	Aldol Condensation	188.068473484
893_0	C(C)=O	-1	Aldol Condensation	44.026214748
893_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
893_0	C(CC(CC(C=O)(CC=O)O)O)=O	1	Aldol Condensation	188.068473484
895_0	C(C)=O	-1	Aldol Condensation	44.026214748
895_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
895_0	C(CC(CC(CC(C=O)=O)O)O)=O	1	Aldol Condensation	188.068473484
897_0	C(C)=O	-1	Aldol Condensation	44.026214748
897_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
897_0	C(CC(C(C(C=O)=O)C(C)O)O)=O	1	Aldol Condensation	188.068473484
897_1	C(C)=O	-1	Knoevenagel C	44.026214748
897_1	C(CC(CC(C=O)=O)O)=O	-1	Knoevenagel C	144.042258736
897_1	C(CC(C(C(C=O)=O)C(C)O)O)=O	1	Knoevenagel C	188.068473484
899_0	C(C)=O	-1	Aldol Condensation	44.026214748
899_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
899_0	C(C(C(CC(C=O)=O)O)C(C)O)=O	1	Aldol Condensation	188.068473484
899_1	C(C)=O	-1	Knoevenagel C	44.026214748
899_1	C(CC(CC(C=O)=O)O)=O	-1	Knoevenagel C	144.042258736
899_1	C(C(C(CC(C=O)=O)O)C(C)O)=O	1	Knoevenagel C	188.068473484
901_0	C(C)=O	-1	Aldol Condensation	44.026214748
901_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
901_0	C(CC(CC(C(CCO)=O)=O)O)=O	1	Aldol Condensation	188.068473484
903_0	C(C)=O	-1	Aldol Condensation	44.026214748
903_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
903_0	C(CC(C(CCO)=O)(CC=O)O)=O	1	Aldol Condensation	188.068473484
905_0	C(C)=O	-1	Aldol Condensation	44.026214748
905_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
905_0	C(C(CCO)(CC=O)O)(CC=O)=O	1	Aldol Condensation	188.068473484
907_0	C(C)=O	-1	Aldol Condensation	44.026214748
907_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
907_0	C(C(C(C(CCO)=O)=O)C(C)O)=O	1	Aldol Condensation	188.068473484
907_1	C(C)=O	-1	Knoevenagel C	44.026214748
907_1	C(CC(C(CCO)=O)=O)=O	-1	Knoevenagel C	144.042258736
907_1	C(C(C(C(CCO)=O)=O)C(C)O)=O	1	Knoevenagel C	188.068473484
909_0	C(C)=O	-1	Aldol Condensation	44.026214748
909_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
909_0	C(CC(C(C(CO)C(C)O)=O)=O)=O	1	Aldol Condensation	188.068473484
909_1	C(C)=O	-1	Knoevenagel C	44.026214748
909_1	C(CC(C(CCO)=O)=O)=O	-1	Knoevenagel C	144.042258736
909_1	C(CC(C(C(CO)C(C)O)=O)=O)=O	1	Knoevenagel C	188.068473484
911_0	C(C)=O	-1	Aldol Condensation	44.026214748
911_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
911_0	C(CC(CC(CC(CO)=O)=O)O)=O	1	Aldol Condensation	188.068473484
913_0	C(C)=O	-1	Aldol Condensation	44.026214748
913_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
913_0	C(CC(CC=O)(CC(CO)=O)O)=O	1	Aldol Condensation	188.068473484
915_0	C(C)=O	-1	Aldol Condensation	44.026214748
915_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
915_0	C(CC(CC(CO)(CC=O)O)=O)=O	1	Aldol Condensation	188.068473484
917_0	C(C)=O	-1	Aldol Condensation	44.026214748
917_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
917_0	C(C(C(CC(CO)=O)=O)C(C)O)=O	1	Aldol Condensation	188.068473484
917_1	C(C)=O	-1	Knoevenagel C	44.026214748
917_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel C	144.042258736
917_1	C(C(C(CC(CO)=O)=O)C(C)O)=O	1	Knoevenagel C	188.068473484
919_0	C(C)=O	-1	Aldol Condensation	44.026214748
919_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
919_0	C(CC=O)(C(C(CO)=O)C(C)O)=O	1	Aldol Condensation	188.068473484
919_1	C(C)=O	-1	Knoevenagel C	44.026214748
919_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel C	144.042258736
919_1	C(CC=O)(C(C(CO)=O)C(C)O)=O	1	Knoevenagel C	188.068473484
921_0	C(C)=O	-1	Aldol Condensation	44.026214748
921_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
921_0	C(CC(CC(C(C(C)O)O)=O)=O)=O	1	Aldol Condensation	188.068473484
921_1	C(C)=O	-1	Knoevenagel H	44.026214748
921_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel H	144.042258736
921_1	C(CC(CC(C(C(C)O)O)=O)=O)=O	1	Knoevenagel H	188.068473484
923_0	C(C)=O	-1	Aldol Condensation	44.026214748
