Source,Target,R or P,Reaction Name,Mass
17425_0,O,1,Elimination2,18.010564684
17425_0,C(C=CC(CO)=O)(C(CO)O)=O,1,Elimination2,174.05282342
17426_0,O,1,Elimination2,18.010564684
17426_0,C(C(CO)O)(C(C=CC=O)O)=O,1,Elimination2,174.05282342
17428_0,O,1,Elimination2,18.010564684
17428_0,C(CO)(C(C(C(C=O)=C)O)O)=O,1,Elimination2,174.05282342
17430_0,O,1,Elimination2,18.010564684
17430_0,C(CO)(C(C=C(C=O)CO)O)=O,1,Elimination2,174.05282342
17432_0,O,1,Elimination2,18.010564684
17432_0,C=C(C(C(C(CO)O)O)=O)CO,1,Elimination2,176.068473484
17434_0,O,1,Elimination2,18.010564684
17434_0,C=C(C(C(CO)O)=O)C(CO)O,1,Elimination2,176.068473484
17436_0,O,1,Elimination2,18.010564684
17436_0,C(CO)=C(C(C(CO)O)=O)CO,1,Elimination2,176.068473484
17438_0,O,1,Elimination2,18.010564684
17438_0,C=C(C=O)C(C(C(CO)O)O)O,1,Elimination2,176.068473484
17440_0,O,1,Elimination2,18.010564684
17440_0,C(C(C(CO)O)O)=C(C=O)CO,1,Elimination2,176.068473484
17441_0,O,1,Elimination2,18.010564684
17441_0,C=C1C(C(CO)(C(C1O)O)O)=O,1,Elimination2,174.05282342
17442_0,O,1,Elimination2,18.010564684
17442_0,C1C(C(C(C=1CO)=O)(CO)O)O,1,Elimination2,174.05282342
17444_0,O,1,Elimination2,18.010564684
17444_0,C=C(C(CCO)=O)C(C=O)=O,1,Elimination2,156.042258736
17445_0,O,1,Elimination2,18.010564684
17445_0,C=CC(C(C(C=O)=O)CO)=O,1,Elimination2,156.042258736
17447_0,O,1,Elimination2,18.010564684
17447_0,C=C(C(CC(C=O)=O)=O)CO,1,Elimination2,156.042258736
17449_0,O,1,Elimination2,18.010564684
17449_0,C(CO)(CC(C(C=O)=O)=C)=O,1,Elimination2,156.042258736
17451_0,O,1,Elimination2,18.010564684
17451_0,C=C(C(CO)=O)CC(C=O)=O,1,Elimination2,156.042258736
17453_0,O,1,Elimination2,18.010564684
17453_0,C(CC(C(C(C=O)=O)=C)O)=O,1,Elimination2,156.042258736
17455_0,O,1,Elimination2,18.010564684
17455_0,C(CC=C(C(C=O)=O)CO)=O,1,Elimination2,156.042258736
17456_0,O,1,Elimination2,18.010564684
17456_0,C(C(C(C=O)=O)CO)=CC=O,1,Elimination2,156.042258736
17457_0,O,1,Elimination2,18.010564684
17457_0,C(C(C=CC(C=O)=O)CO)=O,1,Elimination2,156.042258736
17459_0,O,1,Elimination2,18.010564684
17459_0,C=C(C=O)C(CC(C=O)=O)O,1,Elimination2,156.042258736
17461_0,O,1,Elimination2,18.010564684
17461_0,C(CC(C=O)=O)=C(C=O)CO,1,Elimination2,156.042258736
17463_0,O,1,Elimination2,18.010564684
17463_0,C=C(C=O)C(C(CCO)=O)=O,1,Elimination2,156.042258736
17464_0,O,1,Elimination2,18.010564684
17464_0,C(C(C(C(C=C)=O)=O)CO)=O,1,Elimination2,156.042258736
17466_0,O,1,Elimination2,18.010564684
17466_0,C(CC(C(C(CO)=C)=O)=O)=O,1,Elimination2,156.042258736
17468_0,O,1,Elimination2,18.010564684
17468_0,C(CO)(CC(C(C=O)=C)=O)=O,1,Elimination2,156.042258736
17470_0,O,1,Elimination2,18.010564684
17470_0,C(CC(C(C(CO)=O)=C)=O)=O,1,Elimination2,156.042258736
17472_0,O,1,Elimination2,18.010564684
17472_0,C(C)(C(C(C(C=O)=C)=O)O)=O,1,Elimination2,156.042258736
17474_0,O,1,Elimination2,18.010564684
17474_0,C(CC(C(C(C=C)=O)O)=O)=O,1,Elimination2,156.042258736
17476_0,O,1,Elimination2,18.010564684
17476_0,C(CC(C(C(C=O)=C)=O)O)=O,1,Elimination2,156.042258736
17477_0,O,1,Elimination2,18.010564684
17477_0,C(C(C(C=CC=O)=O)CO)=O,1,Elimination2,156.042258736
17478_0,O,1,Elimination2,18.010564684
17478_0,C(CC(C(C(C=O)=C)O)=O)=O,1,Elimination2,156.042258736
17480_0,O,1,Elimination2,18.010564684
17480_0,C(CC(C=C(C=O)CO)=O)=O,1,Elimination2,156.042258736
17482_0,O,1,Elimination2,18.010564684
17482_0,C(C(C(C(C(C)=O)=C)=O)O)=O,1,Elimination2,156.042258736
17484_0,O,1,Elimination2,18.010564684
17484_0,C(C(C(CC(C=C)=O)=O)O)=O,1,Elimination2,156.042258736
17486_0,O,1,Elimination2,18.010564684
17486_0,C(CC(C(C(C=O)O)=O)=C)=O,1,Elimination2,156.042258736
17487_0,O,1,Elimination2,18.010564684
17487_0,C(C(C(CC(C=O)=C)=O)O)=O,1,Elimination2,156.042258736
17489_0,O,1,Elimination2,18.010564684
17489_0,C(C(C(C(C(C)=O)=O)=C)O)=O,1,Elimination2,156.042258736
17491_0,O,1,Elimination2,18.010564684
17491_0,C(C=C(C(C(C)=O)=O)CO)=O,1,Elimination2,156.042258736
17492_0,O,1,Elimination2,18.010564684
17492_0,C(C(C=CC=O)=O)(CCO)=O,1,Elimination2,156.042258736
17494_0,O,1,Elimination2,18.010564684
17494_0,C(C(CC(C(C=C)=O)=O)O)=O,1,Elimination2,156.042258736
17496_0,O,1,Elimination2,18.010564684
17496_0,C(CC(C(C(C=O)O)=C)=O)=O,1,Elimination2,156.042258736
17498_0,O,1,Elimination2,18.010564684
17498_0,C(CC(C(CO)=CC=O)=O)=O,1,Elimination2,156.042258736
17499_0,O,1,Elimination2,18.010564684
17499_0,C(C(C(C=CC=O)=O)CO)=O,1,Elimination2,156.042258736
17501_0,O,1,Elimination2,18.010564684
17501_0,C(C(CC(C(C=O)=C)=O)O)=O,1,Elimination2,156.042258736
17503_0,O,1,Elimination2,18.010564684
17503_0,C=C1C(C(OC1C(CO)O)O)=O,1,Elimination2,174.05282342
17505_0,O,1,Elimination2,18.010564684
17505_0,C=C1C(C(C(CO)O)OC1O)=O,1,Elimination2,174.05282342
17507_0,O,1,Elimination2,18.010564684
17507_0,C1OC(C(C=1CO)=O)C(CO)O,1,Elimination2,174.05282342
17509_0,O,1,Elimination2,18.010564684
17509_0,C=CC(C1C(C(C(O1)O)O)O)=O,1,Elimination2,174.05282342
17511_0,O,1,Elimination2,18.010564684
17511_0,C=C(C=O)C1C(C(C(O1)O)O)O,1,Elimination2,174.05282342
17513_0,O,1,Elimination2,18.010564684
17513_0,C=C1C(C(O)OC(CO)C1O)=O,1,Elimination2,174.05282342
17515_0,O,1,Elimination2,18.010564684
17515_0,C1C(CO)OC(C(C=1CO)=O)O,1,Elimination2,174.05282342
17517_0,O,1,Elimination2,18.010564684
17517_0,C=C1C(C(C(CO)OC1O)O)=O,1,Elimination2,174.05282342
17519_0,O,1,Elimination2,18.010564684
17519_0,C1OC(CO)C(C(C=1CO)=O)O,1,Elimination2,174.05282342
17521_0,O,1,Elimination2,18.010564684
17521_0,C=C1C(C(C(OC1CO)O)O)=O,1,Elimination2,174.05282342
17523_0,O,1,Elimination2,18.010564684
17523_0,C=C1C(C(CO)OC(C1O)O)=O,1,Elimination2,174.05282342
17525_0,O,1,Elimination2,18.010564684
17525_0,C1C(OC(C(C=1CO)=O)CO)O,1,Elimination2,174.05282342
17527_0,O,1,Elimination2,18.010564684
17527_0,C=C1C(C(O)OCC(C1O)O)=O,1,Elimination2,174.05282342
17529_0,O,1,Elimination2,18.010564684
17529_0,C1C(COC(C(C=1CO)=O)O)O,1,Elimination2,174.05282342
17531_0,O,1,Elimination2,18.010564684
17531_0,C=C1C(C(C(COC1O)O)O)=O,1,Elimination2,174.05282342
17533_0,O,1,Elimination2,18.010564684
17533_0,C1OCC(C(C(C=1CO)=O)O)O,1,Elimination2,174.05282342
17535_0,O,1,Elimination2,18.010564684
17535_0,C=C1C(C(C(O)OCC1O)O)=O,1,Elimination2,174.05282342
17537_0,O,1,Elimination2,18.010564684
17537_0,C1COC(C(C(C=1CO)=O)O)O,1,Elimination2,174.05282342
17539_0,O,1,Elimination2,18.010564684
17539_0,C=C1C(C(COC(C1O)O)O)=O,1,Elimination2,174.05282342
17541_0,O,1,Elimination2,18.010564684
17541_0,C1C(O)OCC(C(C=1CO)=O)O,1,Elimination2,174.05282342
17543_0,O,1,Elimination2,18.010564684
17543_0,C=C1C(C(C(C(OC1)O)O)O)=O,1,Elimination2,174.05282342
17545_0,O,1,Elimination2,18.010564684
17545_0,C=C1C(COC(C(C1O)O)O)=O,1,Elimination2,174.05282342
17547_0,O,1,Elimination2,18.010564684
17547_0,C1C(C(OCC(C=1CO)=O)O)O,1,Elimination2,174.05282342
17548_0,O,1,Elimination2,18.010564684
17548_0,C1C(C(OC(C(C=1)=O)CO)O)O,1,Elimination2,174.05282342
17550_0,O,1,Elimination2,18.010564684
17550_0,C=C(C=O)C1(C(C(CO1)O)O)O,1,Elimination2,174.05282342
17552_0,O,1,Elimination2,18.010564684
17552_0,C1(C(C(CO1)O)O)=C(C=O)CO,1,Elimination2,174.05282342
17554_0,O,1,Elimination2,18.010564684
17554_0,C(C(C(C(C(C=O)=O)=C)O)O)=O,1,Elimination2,172.037173356
17556_0,O,1,Elimination2,18.010564684
17556_0,C(C(C=C(C(C=O)=O)CO)O)=O,1,Elimination2,172.037173356
17558_0,O,1,Elimination2,18.010564684
17558_0,C=C(C(C=O)=O)C(CO)(C)O,1,Elimination2,158.0579088
17560_0,O,1,Elimination2,18.010564684
17560_0,C(C)(CO)=C(C(C=O)=O)CO,1,Elimination2,158.0579088
17562_0,O,1,Elimination2,18.010564684
17562_0,C=C(CO)C(C(C=O)=O)CO,1,Elimination2,158.0579088
17563_0,O,1,Elimination2,18.010564684
17563_0,C(CO)(CC(C(C=C)=O)O)=O,1,Elimination2,158.0579088
17565_0,O,1,Elimination2,18.010564684
17565_0,C(C=CC(CO)=O)(CCO)=O,1,Elimination2,158.0579088
17567_0,O,1,Elimination2,18.010564684
17567_0,C(CO)(CC(C=O)=CCO)=O,1,Elimination2,158.0579088
17568_0,O,1,Elimination2,18.010564684
17568_0,C(C(C=C)(CC(CO)=O)O)=O,1,Elimination2,158.0579088
17570_0,O,1,Elimination2,18.010564684
17570_0,C(C(CCO)=CC(CO)=O)=O,1,Elimination2,158.0579088
17572_0,O,1,Elimination2,18.010564684
17572_0,C(C)(C(C(C=O)=CCO)O)=O,1,Elimination2,158.0579088
17573_0,O,1,Elimination2,18.010564684
17573_0,C(C(C=C)(C(C(C)=O)O)O)=O,1,Elimination2,158.0579088
17575_0,O,1,Elimination2,18.010564684
17575_0,C=C(C(C=O)=O)C(C)O,1,Elimination2,128.047344116
17577_0,O,1,Elimination2,18.010564684
17577_0,C(C)=C(C(C=O)=O)CO,1,Elimination2,128.047344116
17579_0,O,1,Elimination2,18.010564684
17579_0,C=CC(C(C=O)=O)CO,1,Elimination2,128.047344116
17580_0,O,1,Elimination2,18.010564684
17580_0,C(CC(C(C=C)=O)O)=O,1,Elimination2,128.047344116
17581_0,O,1,Elimination2,18.010564684
17581_0,C(C=CC(CCO)=O)=O,1,Elimination2,128.047344116
17583_0,O,1,Elimination2,18.010564684
17583_0,C(CC(C=O)=CCO)=O,1,Elimination2,128.047344116
17584_0,O,1,Elimination2,18.010564684
17584_0,C(C(C=C)(CC=O)O)=O,1,Elimination2,128.047344116
17586_0,O,1,Elimination2,18.010564684
17586_0,C(C=C(C=O)CCO)=O,1,Elimination2,128.047344116
17587_0,O,1,Elimination2,18.010564684
17587_0,C(C(C(C(C(C=C)=O)O)O)O)=O,1,Elimination2,174.05282342
17589_0,O,1,Elimination2,18.010564684
17589_0,C(C(C(C(C(CO)=O)=C)O)O)=O,1,Elimination2,174.05282342
17591_0,O,1,Elimination2,18.010564684
17591_0,C(C(C=C(C(CO)=O)CO)O)=O,1,Elimination2,174.05282342
17592_0,O,1,Elimination2,18.010564684
17592_0,C=CC(C(C(CO)(C)O)O)=O,1,Elimination2,160.073558864
17594_0,O,1,Elimination2,18.010564684
17594_0,C(CCO)(C(C(CO)=C)O)=O,1,Elimination2,160.073558864
17596_0,O,1,Elimination2,18.010564684
17596_0,C=C(C(CO)=O)C(CO)(C)O,1,Elimination2,160.073558864
17598_0,O,1,Elimination2,18.010564684
17598_0,C(C)(CO)=C(C(CO)=O)CO,1,Elimination2,160.073558864
17600_0,O,1,Elimination2,18.010564684
17600_0,C(CO)(C(C(CO)=C)CO)=O,1,Elimination2,160.073558864
17602_0,O,1,Elimination2,18.010564684
17602_0,C(CO)(CC(CO)=CCO)=O,1,Elimination2,160.073558864
17603_0,O,1,Elimination2,18.010564684
17603_0,C(CC(C=C)(CO)O)(CO)=O,1,Elimination2,160.073558864
17605_0,O,1,Elimination2,18.010564684
17605_0,C(CO)(CCO)=CC(CO)=O,1,Elimination2,160.073558864
17607_0,O,1,Elimination2,18.010564684
17607_0,C(C)(C(C(CO)=CCO)O)=O,1,Elimination2,160.073558864
17608_0,O,1,Elimination2,18.010564684
17608_0,C(C(C(C=C)(CO)O)O)(C)=O,1,Elimination2,160.073558864
17609_0,O,1,Elimination2,18.010564684
17609_0,C=CC(C(C(C)O)O)=O,1,Elimination2,130.06299418
17611_0,O,1,Elimination2,18.010564684
17611_0,C(CCO)(C(C=C)O)=O,1,Elimination2,130.06299418
17613_0,O,1,Elimination2,18.010564684
17613_0,C=C(C(CO)=O)C(C)O,1,Elimination2,130.06299418
17615_0,O,1,Elimination2,18.010564684
17615_0,C(C)=C(C(CO)=O)CO,1,Elimination2,130.06299418
17617_0,O,1,Elimination2,18.010564684
17617_0,C(CO)(C(C=C)CO)=O,1,Elimination2,130.06299418
17619_0,O,1,Elimination2,18.010564684
17619_0,C(CC(CO)=CCO)=O,1,Elimination2,130.06299418
17620_0,O,1,Elimination2,18.010564684
17620_0,C(CC(C=C)(CO)O)=O,1,Elimination2,130.06299418
17622_0,O,1,Elimination2,18.010564684
17622_0,C(CO)(CCO)=CC=O,1,Elimination2,130.06299418
17624_0,O,1,Elimination2,18.010564684
17624_0,C(C(C(C(C=CC)=O)O)O)=O,1,Elimination2,158.0579088
17626_0,O,1,Elimination2,18.010564684
17626_0,C(C(C(C(CC=C)=O)O)O)=O,1,Elimination2,158.0579088
17627_0,O,1,Elimination2,18.010564684
17627_0,C(C)(C(C(C=CC=O)O)O)=O,1,Elimination2,158.0579088
17629_0,O,1,Elimination2,18.010564684
17629_0,C(CC(C(C(C=O)O)O)=C)=O,1,Elimination2,158.0579088
17631_0,O,1,Elimination2,18.010564684
17631_0,C(C(C(C(C)=CC=O)O)O)=O,1,Elimination2,158.0579088
17633_0,O,1,Elimination2,18.010564684
17633_0,C(C(C(C=O)=CC(C=O)O)O)=O,1,Elimination2,172.037173356
17635_0,O,1,Elimination2,18.010564684
17635_0,C(C(C(C(C=O)=CC=O)O)O)=O,1,Elimination2,172.037173356
17636_0,O,1,Elimination2,18.010564684
17636_0,C(C(C=CC=O)O)=O,1,Elimination2,114.031694052
17638_0,O,1,Elimination2,18.010564684
17638_0,C(C)(CO)=CC(CO)=O,1,Elimination2,130.06299418
17640_0,O,1,Elimination2,18.010564684
17640_0,C(CO)(CC(CO)=C)=O,1,Elimination2,130.06299418
17642_0,O,1,Elimination2,18.010564684
17642_0,C(C)(C(C(CO)=C)O)=O,1,Elimination2,130.06299418
17644_0,O,1,Elimination2,18.010564684
17644_0,C(C(CC=CC(CO)=O)O)=O,1,Elimination2,158.0579088
17645_0,O,1,Elimination2,18.010564684
17645_0,C(CO)(CC(C=CC=O)O)=O,1,Elimination2,158.0579088
17647_0,O,1,Elimination2,18.010564684
17647_0,C(C(C=CCC(CO)=O)O)=O,1,Elimination2,158.0579088
17648_0,O,1,Elimination2,18.010564684
17648_0,C(C)(C(C(C=CC=O)O)O)=O,1,Elimination2,158.0579088
17650_0,O,1,Elimination2,18.010564684
17650_0,C(C(C=CC(C(C)=O)O)O)=O,1,Elimination2,158.0579088
17652_0,O,1,Elimination2,18.010564684
17652_0,C(C(C(CO)=C)C(C=O)O)=O,1,Elimination2,158.0579088
17654_0,O,1,Elimination2,18.010564684
17654_0,C(C(C(C=O)=C(CO)C)O)=O,1,Elimination2,158.0579088
17656_0,O,1,Elimination2,18.010564684
17656_0,C(C=C(C=O)C(CO)(C)O)=O,1,Elimination2,158.0579088
17657_0,O,1,Elimination2,18.010564684
17657_0,C(C(C(C=CC(CO)=O)O)O)=O,1,Elimination2,174.05282342
17659_0,O,1,Elimination2,18.010564684
17659_0,C(C)=CC(CO)=O,1,Elimination2,100.052429496
17661_0,O,1,Elimination2,18.010564684
17661_0,C(CO)(CC=C)=O,1,Elimination2,100.052429496
17663_0,O,1,Elimination2,18.010564684
17663_0,C(C)(C(C=C)O)=O,1,Elimination2,100.052429496
17665_0,O,1,Elimination2,18.010564684
17665_0,C(CC(CO)=C)=O,1,Elimination2,100.052429496
17667_0,O,1,Elimination2,18.010564684
17667_0,C(C)(CO)=CC=O,1,Elimination2,100.052429496
17669_0,O,1,Elimination2,18.010564684
17669_0,C(CO)(C(CO)O)=CC(CO)=O,1,Elimination2,176.068473484
17671_0,O,1,Elimination2,18.010564684
17671_0,C(C(CO)O)(C(C(CO)=C)O)=O,1,Elimination2,176.068473484
17673_0,O,1,Elimination2,18.010564684
17673_0,C(C=C(C=O)C(C)O)=O,1,Elimination2,128.047344116
17675_0,O,1,Elimination2,18.010564684
17675_0,C(C(C(C=O)=CC)O)=O,1,Elimination2,128.047344116
17677_0,O,1,Elimination2,18.010564684
17677_0,C(C(C=C)C(C=O)O)=O,1,Elimination2,128.047344116
17678_0,O,1,Elimination2,18.010564684
17678_0,C(CC(C=CC=O)O)=O,1,Elimination2,128.047344116
17679_0,O,1,Elimination2,18.010564684
17679_0,C(CC(C=CC=O)O)=O,1,Elimination2,128.047344116
17681_0,O,1,Elimination2,18.010564684
17681_0,C(CC=CC(C=O)O)=O,1,Elimination2,128.047344116
17683_0,O,1,Elimination2,18.010564684
17683_0,C(C(CC=CC=O)O)=O,1,Elimination2,128.047344116
17685_0,O,1,Elimination2,18.010564684
17685_0,C(C)=CC=O,1,Elimination2,70.041864812
17687_0,O,1,Elimination2,18.010564684
17687_0,C(CC=C)=O,1,Elimination2,70.041864812
17689_0,O,1,Elimination2,18.010564684
17689_0,C(CO)(C(CO)O)=CC=O,1,Elimination2,146.0579088
17690_0,O,1,Elimination2,18.010564684
17690_0,C(C(CO)O)(C(C=C)O)=O,1,Elimination2,146.0579088
17692_0,O,1,Elimination2,18.010564684
17692_0,C(CCO)(CC(C=CC=O)=O)=O,1,Elimination2,170.0579088
17693_0,O,1,Elimination2,18.010564684
17693_0,C(CC(C(CC(C=C)=O)=O)O)=O,1,Elimination2,170.0579088
17695_0,O,1,Elimination2,18.010564684
17695_0,C(CCO)(CC(C=O)=CC=O)=O,1,Elimination2,170.0579088
17697_0,O,1,Elimination2,18.010564684
17697_0,C(CC(C=O)=CC(CCO)=O)=O,1,Elimination2,170.0579088
17698_0,O,1,Elimination2,18.010564684
17698_0,C(CC(C=O)(CC(C=C)=O)O)=O,1,Elimination2,170.0579088
17700_0,O,1,Elimination2,18.010564684
17700_0,C(CCO)(CC(C=O)=O)=CC=O,1,Elimination2,170.0579088
17702_0,O,1,Elimination2,18.010564684
17702_0,C(CC(CCO)=CC(C=O)=O)=O,1,Elimination2,170.0579088
17704_0,O,1,Elimination2,18.010564684
17704_0,C(CC(CC(C=O)=O)=CCO)=O,1,Elimination2,170.0579088
17705_0,O,1,Elimination2,18.010564684
17705_0,C(CC(C=C)(CC(C=O)=O)O)=O,1,Elimination2,170.0579088
17707_0,O,1,Elimination2,18.010564684
17707_0,C(CCO)(C(C=C)C(C=O)=O)=O,1,Elimination2,170.0579088
17709_0,O,1,Elimination2,18.010564684
17709_0,C(C)=C(C(CCO)=O)C(C=O)=O,1,Elimination2,170.0579088
17710_0,O,1,Elimination2,18.010564684
17710_0,C=CC(C(C(C=O)=O)C(C)O)=O,1,Elimination2,170.0579088
17712_0,O,1,Elimination2,18.010564684
17712_0,C(CC(C=O)=O)(C(C=C)CO)=O,1,Elimination2,170.0579088
17714_0,O,1,Elimination2,18.010564684
17714_0,C(C)=C(C(CC(C=O)=O)=O)CO,1,Elimination2,170.0579088
17716_0,O,1,Elimination2,18.010564684
17716_0,C=C(C(CC(C=O)=O)=O)C(C)O,1,Elimination2,170.0579088
17718_0,O,1,Elimination2,18.010564684
17718_0,C(CO)(CCC(C=CC=O)=O)=O,1,Elimination2,170.0579088
17720_0,O,1,Elimination2,18.010564684
17720_0,C(CO)(CCC(C=O)=CC=O)=O,1,Elimination2,170.0579088
17722_0,O,1,Elimination2,18.010564684
17722_0,C(CC(C=O)=CCC(CO)=O)=O,1,Elimination2,170.0579088
17724_0,O,1,Elimination2,18.010564684
17724_0,C(CO)(CCC(C=O)=O)=CC=O,1,Elimination2,170.0579088
17726_0,O,1,Elimination2,18.010564684
17726_0,C(CC(CO)=CCC(C=O)=O)=O,1,Elimination2,170.0579088
17728_0,O,1,Elimination2,18.010564684
17728_0,C(CC(C=C)C(C=O)=O)(CO)=O,1,Elimination2,170.0579088
17730_0,O,1,Elimination2,18.010564684
17730_0,C(CO)(CC(C(C=O)=O)=CC)=O,1,Elimination2,170.0579088
17732_0,O,1,Elimination2,18.010564684
17732_0,C(CO)(C(C=C)CC(C=O)=O)=O,1,Elimination2,170.0579088
17734_0,O,1,Elimination2,18.010564684
17734_0,C(C)=C(C(CO)=O)CC(C=O)=O,1,Elimination2,170.0579088
17736_0,O,1,Elimination2,18.010564684
17736_0,C(CCC(C=O)=O)(C(C=C)O)=O,1,Elimination2,170.0579088
17738_0,O,1,Elimination2,18.010564684
17738_0,C(C)(C(CC(C=CC=O)=O)O)=O,1,Elimination2,170.0579088
17739_0,O,1,Elimination2,18.010564684
17739_0,C(CC(C(C=CC(C)=O)=O)O)=O,1,Elimination2,170.0579088
17741_0,O,1,Elimination2,18.010564684
17741_0,C(C)(C(CC(C=O)=CC=O)O)=O,1,Elimination2,170.0579088
17743_0,O,1,Elimination2,18.010564684
17743_0,C(CC(C=O)=CC(C(C)=O)O)=O,1,Elimination2,170.0579088
17744_0,O,1,Elimination2,18.010564684
17744_0,C(C(C=CC(C)=O)(CC=O)O)=O,1,Elimination2,170.0579088
17746_0,O,1,Elimination2,18.010564684
17746_0,C(C)(C(CC(C=O)=O)O)=CC=O,1,Elimination2,170.0579088
17747_0,O,1,Elimination2,18.010564684
17747_0,C(CC(C=CC(C=O)=O)(C)O)=O,1,Elimination2,170.0579088
17749_0,O,1,Elimination2,18.010564684
17749_0,C(CC(C(CC(C=O)=O)O)=C)=O,1,Elimination2,170.0579088
17751_0,O,1,Elimination2,18.010564684
17751_0,C(C)(C(C(C=C)C(C=O)=O)O)=O,1,Elimination2,170.0579088
17753_0,O,1,Elimination2,18.010564684
17753_0,C(C)(C(C(C(C=O)=O)=CC)O)=O,1,Elimination2,170.0579088
17755_0,O,1,Elimination2,18.010564684
17755_0,C(C(C(C(C)O)=CC(C)=O)=O)=O,1,Elimination2,170.0579088
17757_0,O,1,Elimination2,18.010564684
17757_0,C(C(CC(C=O)=O)O)(CC=C)=O,1,Elimination2,170.0579088
17758_0,O,1,Elimination2,18.010564684
17758_0,C(C(C=CC(CC(C)O)=O)=O)=O,1,Elimination2,170.0579088
17760_0,O,1,Elimination2,18.010564684
17760_0,C(C)=CC(C(CC(C=O)=O)O)=O,1,Elimination2,170.0579088
17761_0,O,1,Elimination2,18.010564684
17761_0,C(CC(CC(C=CC=O)=O)O)=O,1,Elimination2,170.0579088
17762_0,O,1,Elimination2,18.010564684
17762_0,C(CC=CC(C(CC=O)O)=O)=O,1,Elimination2,170.0579088
17763_0,O,1,Elimination2,18.010564684
17763_0,C(CC(C(CC=CC=O)=O)O)=O,1,Elimination2,170.0579088
17765_0,O,1,Elimination2,18.010564684
17765_0,C(CC(CC(C=O)=CC=O)O)=O,1,Elimination2,170.0579088
17767_0,O,1,Elimination2,18.010564684
17767_0,C(CC(C=O)=CC(CC=O)O)=O,1,Elimination2,170.0579088
17768_0,O,1,Elimination2,18.010564684
17768_0,C(C(C=CCC=O)(CC=O)O)=O,1,Elimination2,170.0579088
17769_0,O,1,Elimination2,18.010564684
17769_0,C(CC(C=O)(CC=CC=O)O)=O,1,Elimination2,170.0579088
17771_0,O,1,Elimination2,18.010564684
17771_0,C(CC(CC(C=O)=O)O)=CC=O,1,Elimination2,170.0579088
17772_0,O,1,Elimination2,18.010564684
17772_0,C(CC(CC=CC(C=O)=O)O)=O,1,Elimination2,170.0579088
17773_0,O,1,Elimination2,18.010564684
17773_0,C(CC(C=CCC(C=O)=O)O)=O,1,Elimination2,170.0579088
17775_0,O,1,Elimination2,18.010564684
17775_0,C(CC=CC(CC(C=O)=O)O)=O,1,Elimination2,170.0579088
17777_0,O,1,Elimination2,18.010564684
17777_0,C(CC(C(C=C)C(C=O)=O)O)=O,1,Elimination2,170.0579088
17779_0,O,1,Elimination2,18.010564684
17779_0,C(CC(C(C(C=O)=O)=CC)O)=O,1,Elimination2,170.0579088
17781_0,O,1,Elimination2,18.010564684
17781_0,C(CC=C(C(C=O)=O)C(C)O)=O,1,Elimination2,170.0579088
17782_0,O,1,Elimination2,18.010564684
17782_0,C(C(C(C=O)=O)C(C)O)=CC=O,1,Elimination2,170.0579088
17784_0,O,1,Elimination2,18.010564684
17784_0,C(C(C=C)C(CC(C=O)=O)O)=O,1,Elimination2,170.0579088
17785_0,O,1,Elimination2,18.010564684
17785_0,C(C(C=CC(C=O)=O)C(C)O)=O,1,Elimination2,170.0579088
17787_0,O,1,Elimination2,18.010564684
17787_0,C(C)=C(C=O)C(CC(C=O)=O)O,1,Elimination2,170.0579088
17789_0,O,1,Elimination2,18.010564684
17789_0,C(CC(C=O)=O)=C(C=O)C(C)O,1,Elimination2,170.0579088
17791_0,O,1,Elimination2,18.010564684
17791_0,C(CC(C(CCO)=O)=O)=CC=O,1,Elimination2,170.0579088
17793_0,O,1,Elimination2,18.010564684
17793_0,C(CC=CC(C(CCO)=O)=O)=O,1,Elimination2,170.0579088
17794_0,O,1,Elimination2,18.010564684
17794_0,C(CC(CC(C(C=C)=O)=O)O)=O,1,Elimination2,170.0579088
17796_0,O,1,Elimination2,18.010564684
17796_0,C(CC(C(CCO)=O)=CC=O)=O,1,Elimination2,170.0579088
17797_0,O,1,Elimination2,18.010564684
17797_0,C(CC(C(C=C)=O)(CC=O)O)=O,1,Elimination2,170.0579088
17799_0,O,1,Elimination2,18.010564684
17799_0,C(CC(C(CCO)=CC=O)=O)=O,1,Elimination2,170.0579088
17801_0,O,1,Elimination2,18.010564684
17801_0,C(CC(C(CC=O)=CCO)=O)=O,1,Elimination2,170.0579088
17802_0,O,1,Elimination2,18.010564684
17802_0,C(CC=O)(C(C=C)(CC=O)O)=O,1,Elimination2,170.0579088
17804_0,O,1,Elimination2,18.010564684
17804_0,C(C(C=C)C(C(CCO)=O)=O)=O,1,Elimination2,170.0579088
17806_0,O,1,Elimination2,18.010564684
17806_0,C(C)=C(C=O)C(C(CCO)=O)=O,1,Elimination2,170.0579088
17807_0,O,1,Elimination2,18.010564684
17807_0,C(C(C(C(C=C)=O)=O)C(C)O)=O,1,Elimination2,170.0579088
17809_0,O,1,Elimination2,18.010564684
17809_0,C(CC(C(C(C=C)CO)=O)=O)=O,1,Elimination2,170.0579088
17811_0,O,1,Elimination2,18.010564684
17811_0,C(CC(C(C(CO)=CC)=O)=O)=O,1,Elimination2,170.0579088
17813_0,O,1,Elimination2,18.010564684
17813_0,C(CC(C(C(C(C)O)=C)=O)=O)=O,1,Elimination2,170.0579088
17815_0,O,1,Elimination2,18.010564684
17815_0,C(CC(CO)=O)(CC=CC=O)=O,1,Elimination2,170.0579088
17817_0,O,1,Elimination2,18.010564684
