Source	Target	Reaction Name	Mass
C(C(C(CO)C(C(CO)O)O)=O)=O	6884_0	Hemiacetal Formation for 6 membered rings	192.063388104
6884_0	C(C1(C(CO)C(C(CO1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(C(CO)O)O)=O)CO)=O	6885_0	Hemiacetal Formation for 6 membered rings	192.063388104
6885_0	C1(C(C(CO)OC(C1CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(CO)C(CO)O)=O)O)=O	6887_0	Hemiacetal Formation for 6 membered rings	192.063388104
6887_0	C1(C(C(O)OCC1C(CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(CO)C(CO)O)=O)O)=O	6888_0	Hemiacetal Formation for 6 membered rings	192.063388104
6888_0	C1(C(C(O)OC(CO)C1CO)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)C(C=O)O)(C(CO)O)=O	6889_0	Hemiacetal Formation for 6 membered rings	192.063388104
6889_0	C1(C(CO)OC(C(C1CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(C(CO)=O)CO)O)O)=O	6891_0	Hemiacetal Formation for 6 membered rings	192.063388104
6891_0	C(CO)(C1COC(C(C1O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)C(C(C(C=O)O)O)O)=O	6893_0	Hemiacetal Formation for 6 membered rings	192.063388104
6893_0	C(C1C(C(C(CO)C(O1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(C(CO)O)O)O)=O)=O	6895_0	Hemiacetal Formation for 6 membered rings	178.04773804
6895_0	C1(C(O)OC(CO)C(C1O)O)=O	Hemiacetal Formation for 6 membered rings	178.04773804
C(C(C(C(C(CO)O)O)O)=O)=O	6897_0	Hemiacetal Formation for 6 membered rings	178.04773804
6897_0	C(C1(C(C(C(CO1)O)O)O)O)=O	Hemiacetal Formation for 6 membered rings	178.04773804
C(C(CC(CO)=O)O)=O	6898_0	Hemiacetal Formation for 6 membered rings	132.042258736
6898_0	C1(COC(C(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	132.042258736
C(CC(C(C(CO)O)=O)O)=O	6899_0	Hemiacetal Formation for 6 membered rings	162.05282342
6899_0	C1(C(CO)OC(CC1O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(CO)=O)(CC(CO)O)=O	6900_0	Hemiacetal Formation for 6 membered rings	162.05282342
6900_0	C1(C(CO)(O)OCC(C1)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(CC(CO)O)O)=O)=O	6901_0	Hemiacetal Formation for 6 membered rings	162.05282342
6901_0	C1(C(O)OC(CO)CC1O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(CC(CO)O)O)=O)=O	6903_0	Hemiacetal Formation for 6 membered rings	162.05282342
6903_0	C(C1(C(CC(CO1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(CO)O)(CC(CO)=O)=O	6904_0	Hemiacetal Formation for 6 membered rings	162.05282342
6904_0	C1(C(COC(CO)(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CCO)(C(C(CO)=O)O)=O	6905_0	Hemiacetal Formation for 6 membered rings	162.05282342
6905_0	C1(C(C(CO)(O)OCC1)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CO)(C(CC(CO)=O)O)=O	6907_0	Hemiacetal Formation for 6 membered rings	162.05282342
6907_0	C1(COC(CO)(CC1O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CO)(C(CC(CO)=O)O)=O	6908_0	Hemiacetal Formation for 6 membered rings	162.05282342
6908_0	C1(COC(CO)(C(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(CC(C=O)O)O)O)=O	6910_0	Hemiacetal Formation for 6 membered rings	162.05282342
6910_0	C(C1C(CC(C(O1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(CC(C=O)O)O)O)=O	6912_0	Hemiacetal Formation for 6 membered rings	162.05282342
6912_0	C(C1CC(C(C(O1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C)(C(C(C(CO)=O)O)O)=O	6914_0	Hemiacetal Formation for 6 membered rings	162.05282342
6914_0	C1(COC(C)(C(C1O)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(C=O)O)O)(C(C)O)=O	6916_0	Hemiacetal Formation for 6 membered rings	162.05282342
6916_0	C1(C(C)OC(C(C1O)O)O)=O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C(C(C(CO)O)O)O)NC)=O	6918_0	Hemiacetal Formation for 6 membered rings	193.095022585
6918_0	CNC1C(O)OC(CO)C(C1O)O	Hemiacetal Formation for 6 membered rings	193.095022585
C(CC(C(C(CO)O)=O)NC)=O	6919_0	Hemiacetal Formation for 6 membered rings	175.084457901
6919_0	C1(C(CO)OC(CC1NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(CNC)=O)(CC(CO)O)=O	6921_0	Hemiacetal Formation for 6 membered rings	175.084457901
6921_0	C1(C(CNC)(O)OCC(C1)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(C(CC(CO)O)NC)=O)=O	6922_0	Hemiacetal Formation for 6 membered rings	175.084457901
6922_0	C1(C(O)OC(CO)CC1NC)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(C(CC(CO)O)NC)=O)=O	6924_0	Hemiacetal Formation for 6 membered rings	175.084457901
6924_0	C(C1(C(CC(CO1)O)NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(CO)O)(CC(CNC)=O)=O	6926_0	Hemiacetal Formation for 6 membered rings	175.084457901
6926_0	C1(C(COC(CNC)(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CCO)(C(C(CNC)=O)O)=O	6928_0	Hemiacetal Formation for 6 membered rings	175.084457901
6928_0	C1(C(C(CNC)(O)OCC1)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CC(C(CNC)=O)O)(CO)=O	6930_0	Hemiacetal Formation for 6 membered rings	175.084457901
6930_0	C1(COC(C(C1)O)(CNC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(CC(C(C=O)O)O)NC)=O	6932_0	Hemiacetal Formation for 6 membered rings	175.084457901
6932_0	C(C1C(CC(C(O1)O)NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CNC)(C(C(C(CO)O)O)O)=O	6934_0	Hemiacetal Formation for 6 membered rings	193.095022585
6934_0	CNCC1(C(C(C(CO1)O)O)O)O	Hemiacetal Formation for 6 membered rings	193.095022585
C(CO)(CC(C(CO)O)O)=O	6935_0	Hemiacetal Formation for 6 membered rings	164.068473484
6935_0	C1C(C(CC(CO)(O)O1)O)O	Hemiacetal Formation for 6 membered rings	164.068473484
C(C)(C(C(C(CO)O)O)O)=O	6937_0	Hemiacetal Formation for 6 membered rings	164.068473484
6937_0	CC1(C(C(C(CO1)O)O)O)O	Hemiacetal Formation for 6 membered rings	164.068473484
C(CC(C(C(CO)O)O)O)=O	6938_0	Hemiacetal Formation for 6 membered rings	164.068473484
6938_0	C(C1C(C(CC(O)O1)O)O)O	Hemiacetal Formation for 6 membered rings	164.068473484
C(C(CC(C(CO)O)O)=O)(O)=O	6939_0	Hemiacetal Formation for 6 membered rings	178.04773803999998
6939_0	C(C1(CC(C(CO1)O)O)O)(O)=O	Hemiacetal Formation for 6 membered rings	178.04773803999998
C(C(C(CC(CO)=O)O)O)(O)=O	6941_0	Hemiacetal Formation for 6 membered rings	178.04773803999998
6941_0	C1(C(C(CC(CO)(O)O1)O)O)=O	Hemiacetal Formation for 6 membered rings	178.04773803999998
C(C(C(C(C(C)=O)O)O)O)(O)=O	6943_0	Hemiacetal Formation for 6 membered rings	178.04773803999998
6943_0	C1(C(C(C(C(C)(O)O1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	178.04773803999998
C(CC(C(C(C(O)=O)O)O)O)=O	6944_0	Hemiacetal Formation for 6 membered rings	178.04773803999998
6944_0	C(C1C(C(CC(O1)O)O)O)(O)=O	Hemiacetal Formation for 6 membered rings	178.04773803999998
C(CC(C(CO)(C(CO)O)O)=O)=O	6946_0	Hemiacetal Formation for 6 membered rings	192.063388104
6946_0	C1(CC(O)OCC1(C(CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(CC(C(CO)(C(CO)O)O)=O)=O	6947_0	Hemiacetal Formation for 6 membered rings	192.063388104
6947_0	C1(CC(O)OC(CO)C1(CO)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(CC(CO)O)=O)(CO)O)=O	6948_0	Hemiacetal Formation for 6 membered rings	192.063388104
6948_0	C1(CC(CO)OC(C1(CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(CC(C=O)O)(C(CO)(CO)O)=O	6949_0	Hemiacetal Formation for 6 membered rings	192.063388104
6949_0	C1(CC(C(OC1(CO)CO)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)(C(CC(CO)=O)O)O)=O	6951_0	Hemiacetal Formation for 6 membered rings	192.063388104
6951_0	C(C1(COC(CO)(CC1O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)(C(C(C(C)=O)O)O)O)=O	6953_0	Hemiacetal Formation for 6 membered rings	192.063388104
6953_0	C(C1(COC(C)(C(C1O)O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(C(C(C(C)=O)(CO)O)O)O)=O	6955_0	Hemiacetal Formation for 6 membered rings	192.063388104
6955_0	C(C)(C1(COC(C(C1O)O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)(C(C(CC=O)O)O)O)=O	6956_0	Hemiacetal Formation for 6 membered rings	192.063388104
6956_0	C(C1(CO)C(C(CC(O1)O)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(C(CO)(CC(C(CO)O)=O)O)=O	6958_0	Hemiacetal Formation for 6 membered rings	192.063388104
6958_0	C1(C(CO)OC(C(CO)(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	192.063388104
C(CO)(C(C(C(CO)O)O)NC)=O	6960_0	Hemiacetal Formation for 6 membered rings	193.095022585
6960_0	CNC1C(CO)(O)OCC(C1O)O	Hemiacetal Formation for 6 membered rings	193.095022585
C(CC(C(C(CO)O)NC)=O)=O	6961_0	Hemiacetal Formation for 6 membered rings	175.084457901
6961_0	C1(C(C(CO)OC(C1)O)NC)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(C(CC(CO)O)=O)NC)=O	6962_0	Hemiacetal Formation for 6 membered rings	175.084457901
6962_0	C1(C(C(O)OC(CO)C1)NC)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(CC(C(CO)O)O)N)=O	6964_0	Hemiacetal Formation for 6 membered rings	163.084457901
6964_0	C(C1C(CC(C(O)O1)N)O)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(CN)(CC(C(CO)O)O)=O	6966_0	Hemiacetal Formation for 6 membered rings	163.084457901
6966_0	C1C(C(CC(CN)(O)O1)O)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(CCO)(CC(C=O)=O)=O	6967_0	Hemiacetal Formation for 6 membered rings	144.042258736
6967_0	C1(CC(C=O)(O)OCC1)=O	Hemiacetal Formation for 6 membered rings	144.042258736
C(CO)(CCC(C=O)=O)=O	6968_0	Hemiacetal Formation for 6 membered rings	144.042258736
6968_0	C(C1(CCC(CO1)=O)O)=O	Hemiacetal Formation for 6 membered rings	144.042258736
C(C(C(CCC=O)=O)O)=O	6969_0	Hemiacetal Formation for 6 membered rings	144.042258736
6969_0	C(C1C(CCC(O1)O)=O)=O	Hemiacetal Formation for 6 membered rings	144.042258736
C(CC(CC(C=O)O)=O)=O	6970_0	Hemiacetal Formation for 6 membered rings	144.042258736
6970_0	C1(CC(C=O)OC(C1)O)=O	Hemiacetal Formation for 6 membered rings	144.042258736
C1(COC(C(CO)O)C1O)=O	6972_0	Hemiacetal Formation for 6 membered rings	162.05282342
6972_0	C1C2(C(C(C(CO2)O)O1)O)O	Hemiacetal Formation for 6 membered rings	162.05282342
C1(C(O)OC(C(CO)O)C1)=O	6973_0	Hemiacetal Formation for 6 membered rings	162.05282342
6973_0	C1C(C2CC(C(O)O2)(O)O1)O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CC1C(C(C(O)O1)O)O)=O	6974_0	Hemiacetal Formation for 6 membered rings	162.05282342
6974_0	C1(C2C(C(CC(O)O2)O1)O)O	Hemiacetal Formation for 6 membered rings	162.05282342
C1(COC(CO)C(C1O)O)=O	6976_0	Hemiacetal Formation for 6 membered rings	162.05282342
6976_0	C1C2(C(C(C(CO2)O1)O)O)O	Hemiacetal Formation for 6 membered rings	162.05282342
C1(C(O)OC(CO)C(C1)O)=O	6978_0	Hemiacetal Formation for 6 membered rings	162.05282342
6978_0	C1C2C(CC(C(O)O2)(O)O1)O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CC(C(C(CN)O)O)O)=O	6980_0	Hemiacetal Formation for 6 membered rings	163.084457901
6980_0	C1(CC(C(C(CN)O1)O)O)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(CO)(C(C(C(CO)O)NC)O)=O	6982_0	Hemiacetal Formation for 6 membered rings	193.095022585
6982_0	CNC1C(C(CO)(O)OCC1O)O	Hemiacetal Formation for 6 membered rings	193.095022585
C(C(CC(C(CO)O)NC)=O)=O	6983_0	Hemiacetal Formation for 6 membered rings	175.084457901
6983_0	C1(C(O)OC(CO)C(C1)NC)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(CC(C(CO)O)NC)=O)=O	6985_0	Hemiacetal Formation for 6 membered rings	175.084457901
6985_0	C(C1(CC(C(CO1)O)NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CC(C=O)NC)(C(CO)O)=O	6986_0	Hemiacetal Formation for 6 membered rings	175.084457901
6986_0	C1(C(CO)OC(C(C1)NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CC(C=O)O)(C(CNC)O)=O	6987_0	Hemiacetal Formation for 6 membered rings	175.084457901
6987_0	C1(C(CNC)OC(C(C1)O)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CC(C(C(C=O)O)NC)O)=O	6988_0	Hemiacetal Formation for 6 membered rings	175.084457901
6988_0	C(C1C(C(CC(O1)O)O)NC)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(CC(C(C(C=O)O)O)NC)=O	6990_0	Hemiacetal Formation for 6 membered rings	175.084457901
6990_0	C(C1C(C(CC(O1)O)NC)O)=O	Hemiacetal Formation for 6 membered rings	175.084457901
C(C(C(C(C(CO)O)O)NC)O)=O	6992_0	Hemiacetal Formation for 6 membered rings	193.095022585
6992_0	CNC1C(C(CO)OC(C1O)O)O	Hemiacetal Formation for 6 membered rings	193.095022585
C(CC1(C(C(CO1)O)O)O)=O	6993_0	Hemiacetal Formation for 6 membered rings	162.05282342
6993_0	C1C2C(C(CC(O)O2)(O)O1)O	Hemiacetal Formation for 6 membered rings	162.05282342
C(C(C1(CC(CO1)O)O)O)=O	6994_0	Hemiacetal Formation for 6 membered rings	162.05282342
6994_0	C1C2CC(C(C(O)O2)O)(O)O1	Hemiacetal Formation for 6 membered rings	162.05282342
C(C1(CC(C(CO1)O)O)O)=O	6995_0	Hemiacetal Formation for 6 membered rings	162.05282342
6995_0	C1C2C(CC(C(O)O2)(O)O1)O	Hemiacetal Formation for 6 membered rings	162.05282342
C(CC(C(C(CO)O)O)N)=O	6997_0	Hemiacetal Formation for 6 membered rings	163.084457901
6997_0	C(C1C(C(CC(O)O1)N)O)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(C(C(CC(CO)O)N)O)=O	6999_0	Hemiacetal Formation for 6 membered rings	163.084457901
6999_0	C(C1CC(C(C(O)O1)O)N)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(C(CC(C(CO)O)N)O)=O	7001_0	Hemiacetal Formation for 6 membered rings	163.084457901
7001_0	C(C1C(CC(C(O)O1)O)N)O	Hemiacetal Formation for 6 membered rings	163.084457901
C(C(C(CO)C(C(CO)O)O)=O)=O	7002_0	Hemiacetal Formation for 7 membered rings	192.063388104
7002_0	C1(C(O)OCC(C(C1CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(C(C(CO)O)O)=O)CO)=O	7003_0	Hemiacetal Formation for 7 membered rings	192.063388104
7003_0	C1(C(C(COC(C1CO)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(C(CO)C(CO)O)=O)O)=O	7004_0	Hemiacetal Formation for 7 membered rings	192.063388104
7004_0	C1(C(C(O)OCC(C1CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)C(C=O)O)(C(CO)O)=O	7005_0	Hemiacetal Formation for 7 membered rings	192.063388104
7005_0	C1(C(COC(C(C1CO)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(C=O)O)O)(C(CO)CO)=O	7006_0	Hemiacetal Formation for 7 membered rings	192.063388104
7006_0	C1(C(C(C(O)OCC1CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(C(C(CO)=O)CO)O)O)=O	7007_0	Hemiacetal Formation for 7 membered rings	192.063388104
7007_0	C1(COC(C(C(C1CO)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)O)(CC(C(C=O)O)O)=O	7008_0	Hemiacetal Formation for 7 membered rings	192.063388104
7008_0	C1(C(CO)OC(C(C(C1)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)C(C(C(C=O)O)O)O)=O	7010_0	Hemiacetal Formation for 7 membered rings	192.063388104
7010_0	C(C1COC(C(C(C1O)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(C(C(CO)O)O)O)=O)=O	7012_0	Hemiacetal Formation for 7 membered rings	178.04773804
7012_0	C1(C(O)OCC(C(C1O)O)O)=O	Hemiacetal Formation for 7 membered rings	178.04773804
C(CC(C(C(CO)O)=O)O)=O	7013_0	Hemiacetal Formation for 7 membered rings	162.05282342
7013_0	C1(C(CC(O)OCC1O)O)=O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(C(CC(CO)O)O)=O)=O	7014_0	Hemiacetal Formation for 7 membered rings	162.05282342
7014_0	C1(C(O)OCC(CC1O)O)=O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(CC(C(CO)=O)O)O)=O	7015_0	Hemiacetal Formation for 7 membered rings	162.05282342
7015_0	C1(COC(C(CC1O)O)O)=O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(C(C(CCO)O)=O)O)=O	7016_0	Hemiacetal Formation for 7 membered rings	162.05282342
7016_0	C1(C(CCOC(C1O)O)O)=O	Hemiacetal Formation for 7 membered rings	162.05282342
C(CC(C(C(CO)=O)O)O)=O	7018_0	Hemiacetal Formation for 7 membered rings	162.05282342
7018_0	C1(COC(CC(C1O)O)O)=O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(C(C(C(CO)O)O)O)NC)=O	7020_0	Hemiacetal Formation for 7 membered rings	193.095022585
7020_0	CNC1C(O)OCC(C(C1O)O)O	Hemiacetal Formation for 7 membered rings	193.095022585
C(CC(C(C(CO)O)=O)NC)=O	7021_0	Hemiacetal Formation for 7 membered rings	175.084457901
7021_0	C1(C(COC(CC1NC)O)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(CC(CO)O)NC)=O)=O	7022_0	Hemiacetal Formation for 7 membered rings	175.084457901
7022_0	C1(C(O)OCC(CC1NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(CC(C(CO)=O)NC)O)=O	7023_0	Hemiacetal Formation for 7 membered rings	175.084457901
7023_0	C1(COC(C(CC1NC)O)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(C(CCO)NC)=O)O)=O	7024_0	Hemiacetal Formation for 7 membered rings	175.084457901
7024_0	C1(C(C(O)OCCC1NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(CC(C(C(CO)O)O)O)=O	7026_0	Hemiacetal Formation for 7 membered rings	164.068473484
7026_0	C1C(C(C(CC(O)O1)O)O)O	Hemiacetal Formation for 7 membered rings	164.068473484
C(C(C(C(CCO)O)O)O)=O	7028_0	Hemiacetal Formation for 7 membered rings	164.068473484
7028_0	C1CC(C(C(C(O)O1)O)O)O	Hemiacetal Formation for 7 membered rings	164.068473484
C(CC(C(C(C(O)=O)O)O)O)=O	7030_0	Hemiacetal Formation for 7 membered rings	178.04773803999998
7030_0	C1(C(C(C(CC(O)O1)O)O)O)=O	Hemiacetal Formation for 7 membered rings	178.04773803999998
C(CC(C(C(C=O)O)O)O)(O)=O	7032_0	Hemiacetal Formation for 7 membered rings	178.04773803999998
7032_0	C1(CC(C(C(C(O)O1)O)O)O)=O	Hemiacetal Formation for 7 membered rings	178.04773803999998
C(CC(C(CO)(C(CO)O)O)=O)=O	7033_0	Hemiacetal Formation for 7 membered rings	192.063388104
7033_0	C1(CC(O)OCC(C1(CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(C(CC(CO)O)=O)(CO)O)=O	7034_0	Hemiacetal Formation for 7 membered rings	192.063388104
7034_0	C1(CC(COC(C1(CO)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(CC(C=O)O)(C(CO)(CO)O)=O	7035_0	Hemiacetal Formation for 7 membered rings	192.063388104
7035_0	C1(CC(C(O)OCC1(CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)(C(C(CCO)=O)O)O)=O	7037_0	Hemiacetal Formation for 7 membered rings	192.063388104
7037_0	C1(C(C(C(O)OCC1)(CO)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)(C(C=O)O)O)(CCO)=O	7038_0	Hemiacetal Formation for 7 membered rings	192.063388104
7038_0	C1(CCOC(C(C1(CO)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)(C(CC(CO)=O)O)O)=O	7040_0	Hemiacetal Formation for 7 membered rings	192.063388104
7040_0	C1(COC(C(CO)(C(C1)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)(C(C(CC=O)O)O)O)=O	7042_0	Hemiacetal Formation for 7 membered rings	192.063388104
7042_0	C(C1(COC(CC(C1O)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(C(CO)(CC(C(CO)O)=O)O)=O	7044_0	Hemiacetal Formation for 7 membered rings	192.063388104
7044_0	C1(C(COC(C(CO)(C1)O)O)O)=O	Hemiacetal Formation for 7 membered rings	192.063388104
C(CC(C(C(CO)O)NC)=O)=O	7045_0	Hemiacetal Formation for 7 membered rings	175.084457901
7045_0	C1(C(C(COC(C1)O)O)NC)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(CC(CO)O)=O)NC)=O	7046_0	Hemiacetal Formation for 7 membered rings	175.084457901
7046_0	C1(C(C(O)OCC(C1)O)NC)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(CC(C=O)O)(C(CO)NC)=O	7047_0	Hemiacetal Formation for 7 membered rings	175.084457901
7047_0	C1(C(COC(C(C1)O)O)NC)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(C=O)O)NC)(CCO)=O	7048_0	Hemiacetal Formation for 7 membered rings	175.084457901
7048_0	C1(C(C(C(O)OCC1)O)NC)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(CC(C(CO)O)O)N)=O	7050_0	Hemiacetal Formation for 7 membered rings	163.084457901
7050_0	C1C(C(CC(C(O)O1)N)O)O	Hemiacetal Formation for 7 membered rings	163.084457901
C(CCO)(CC(C=O)=O)=O	7051_0	Hemiacetal Formation for 7 membered rings	144.042258736
7051_0	C1(CCOC(C(C1)=O)O)=O	Hemiacetal Formation for 7 membered rings	144.042258736
C(CO)(CCC(C=O)=O)=O	7052_0	Hemiacetal Formation for 7 membered rings	144.042258736
7052_0	C1(COC(C(CC1)=O)O)=O	Hemiacetal Formation for 7 membered rings	144.042258736
C(CC(C(CCO)=O)=O)=O	7053_0	Hemiacetal Formation for 7 membered rings	144.042258736
7053_0	C1(C(CC(O)OCC1)=O)=O	Hemiacetal Formation for 7 membered rings	144.042258736
C(CC(CC(CO)=O)=O)=O	7054_0	Hemiacetal Formation for 7 membered rings	144.042258736
7054_0	C1(CC(OCC(C1)=O)O)=O	Hemiacetal Formation for 7 membered rings	144.042258736
C(CC1C(C(C(O)O1)O)O)=O	7056_0	Hemiacetal Formation for 7 membered rings	162.05282342
7056_0	C12C(C(C(CC(O)O1)O2)O)O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(CC(C(CO)O)NC)=O)=O	7057_0	Hemiacetal Formation for 7 membered rings	175.084457901
7057_0	C1(C(O)OCC(C(C1)NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(CC(C(C(CO)NC)O)=O)=O	7058_0	Hemiacetal Formation for 7 membered rings	175.084457901
7058_0	C1(C(C(COC(C1)O)NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(CC(CO)NC)=O)O)=O	7059_0	Hemiacetal Formation for 7 membered rings	175.084457901
7059_0	C1(C(C(O)OCC(C1)NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(CC(C=O)NC)(C(CO)O)=O	7060_0	Hemiacetal Formation for 7 membered rings	175.084457901
7060_0	C1(C(COC(C(C1)NC)O)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(C(CCO)=O)O)NC)=O	7061_0	Hemiacetal Formation for 7 membered rings	175.084457901
7061_0	C1(C(C(C(O)OCC1)NC)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(CC(CO)=O)NC)O)=O	7062_0	Hemiacetal Formation for 7 membered rings	175.084457901
7062_0	C1(COC(C(C(C1)NC)O)O)=O	Hemiacetal Formation for 7 membered rings	175.084457901
C(C(C(C(C(CO)O)O)NC)O)=O	7064_0	Hemiacetal Formation for 7 membered rings	193.095022585
7064_0	CNC1C(C(COC(C1O)O)O)O	Hemiacetal Formation for 7 membered rings	193.095022585
C(C1(CC(C(CO)O1)O)O)=O	7065_0	Hemiacetal Formation for 7 membered rings	162.05282342
7065_0	C1C2C(CC(C(O)O1)(O)O2)O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C1C(CC(CO)(O1)O)O)=O	7066_0	Hemiacetal Formation for 7 membered rings	162.05282342
7066_0	C1C2(CC(C(C(O)O1)O2)O)O	Hemiacetal Formation for 7 membered rings	162.05282342
C(C(C1C(CC(O)O1)O)O)=O	7068_0	Hemiacetal Formation for 7 membered rings	162.05282342
7068_0	C12CC(C(C(C(O)O1)O)O2)O	Hemiacetal Formation for 7 membered rings	162.05282342
C(CC(C(C(CO)O)O)N)=O	7070_0	Hemiacetal Formation for 7 membered rings	163.084457901
7070_0	C1C(C(C(CC(O)O1)N)O)O	Hemiacetal Formation for 7 membered rings	163.084457901
C(C(C(CC(CO)O)N)O)=O	7072_0	Hemiacetal Formation for 7 membered rings	163.084457901
7072_0	C1C(CC(C(C(O)O1)O)N)O	Hemiacetal Formation for 7 membered rings	163.084457901
C(C(CC(C(CO)O)N)O)=O	7074_0	Hemiacetal Formation for 7 membered rings	163.084457901
