Source	Target	R or P	Reaction Name	Mass
8598_0	C(C(CO)=O)(CC(CO)O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8599_0	C(C(C(CC(CO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.06338810399998
8599_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8599_0	C(C(C(CC(CO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8600_0	C(CC(C(O)=O)O)(CCO)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282342
8600_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8600_0	C(CCO)(CC(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8601_0	C(C(CCC(CO)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282342
8601_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8601_0	C(CO)(CCC(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8602_0	C(C(CC(C(C)=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282341999998
8602_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8602_0	C(C)(C(CC(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8603_0	C(CC(CC(C(O)=O)O)O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282342
8603_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8603_0	C(CC(CC(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8604_0	C(C(CCO)(CC=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282342
8604_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8604_0	C(CC(C(CCO)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8605_0	C(C(C)(CC(C=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282341999998
8605_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8605_0	C(C(CC(C(C)=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8606_0	C(C(C=CC(CO)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	162.05282342
8606_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8606_0	C(C(CO)O)=CC(C=O)=O	1	Benzilic Acid Rearrangement (inverse)	144.042258736
8608_0	C(C(C(C)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	118.026608672
8608_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8608_0	C(C(C(C)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	100.016043988
8610_0	C(C(CC(CO)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	148.03717335599998
8610_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8610_0	C(CO)(CC(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	130.026608672
8612_0	C(C(C(C(C)=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	148.03717335599998
8612_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8612_0	C(C)(C(C(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	130.026608672
8614_0	C(C(C=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	104.010958608
8614_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8614_0	C(C(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	86.00039392400001
8616_0	C(C(C(C=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	134.02152329199998
8616_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8616_0	C(C(C(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	116.01095860800001
8617_0	C(C(CC(C(CO)=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8617_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8617_0	C(CO)(C(CC(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8619_0	C(C(C(C(CCO)O)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8619_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8619_0	C(C(C(C(CCO)O)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8621_0	C(C(C(CC(C=O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8621_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8621_0	C(C(CC(C(C=O)=O)O)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8623_0	C(C(C(C(O)=O)O)O)(C(C)O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8623_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8623_0	C(C(C)O)(C(C(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8624_0	C(C(C(C(CCO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.06338810399998
8624_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8624_0	C(C(C(C(CCO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8625_0	C(C(CO)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	106.026608672
8625_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8625_0	C(C(CO)=O)=O	1	Benzilic Acid Rearrangement (inverse)	88.016043988
8626_0	C(C(CC=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	118.026608672
8626_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8626_0	C(CC(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	100.016043988
8627_0	C(C(CC(C(C=O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8627_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8627_0	C(C(C(CC(C=O)=O)O)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8629_0	C(CC(C(C(C(O)=O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	194.04265266
8629_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8629_0	C(CC(C(C(C=O)=O)O)O)(O)=O	1	Benzilic Acid Rearrangement (inverse)	176.03208797599999
8631_0	C(C1(C(C(CC1O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8631_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8631_0	C1(C(C(CC(C1O)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8633_0	C(C(C(CO)O)(C(CO)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	196.058302724
8633_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8633_0	C(C(C(CO)O)=O)(C(CO)O)=O	1	Benzilic Acid Rearrangement (inverse)	178.04773804
8635_0	C(C(C(O)=O)O)(CC(C)=O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8635_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8635_0	C(C)(CC(C(C=O)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8637_0	C(C(C(CCC=O)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8637_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8637_0	C(CCC(C(C=O)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8639_0	C(C(CC(C(C)=O)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8639_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8639_0	C(C(CC(C(C)=O)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8641_0	C(CC(CC(C(O)=O)O)=O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8641_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8641_0	C(CC(CC(C=O)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8643_0	C(C(C(C=CCO)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8643_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8643_0	C(CO)=CC(C(C=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8645_0	C(C(C(C(C=C)=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8645_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8645_0	C=CC(C(C(C=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8647_0	C(C(C=CC(CO)=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8647_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8647_0	C(C(C=CC(CO)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8649_0	C(C(C(C=CC=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	160.03717335599998
8649_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8649_0	C(C(C(C=O)=O)O)=CC=O	1	Benzilic Acid Rearrangement (inverse)	142.026608672
8650_0	C(C1(CC(C(CO)O1)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8650_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8650_0	C1(C(CC(C(CO)O1)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8652_0	C(C(C1(CC(CO1)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8652_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8652_0	C(C(C1(CC(CO1)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8654_0	C(C(C1C(CC(O)O1)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8654_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8654_0	C(C(C1C(CC(O1)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8655_0	C(C1(CC(C(CO1)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773803999998
8655_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8655_0	C1(C(CC(C(CO1)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8657_0	C(C(C(CO)O)(C(C=O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	194.04265266000002
8657_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8657_0	C(C(C(C(C(CO)O)=O)=O)O)=O	1	Benzilic Acid Rearrangement (inverse)	176.032087976
8659_0	C(C(CO)(C(CO)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	166.04773803999998
8659_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8659_0	C(C(CO)=O)(C(CO)O)=O	1	Benzilic Acid Rearrangement (inverse)	148.037173356
8661_0	C(C(C(CO)O)(C(C)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.063388104
8661_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8661_0	C(C(C(C)O)=O)(C(CO)O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8663_0	C(C(C(CO)(CO)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	166.04773804
8663_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8663_0	C(C(C(CO)(CO)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	148.037173356
8664_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	166.04773804
8664_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8664_0	C(C(C(C(CO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	148.037173356
8666_0	C(C(C)(C(C(O)=O)O)O)=O	-1	Benzilic Acid Rearrangement (inverse)	148.037173356
8666_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8666_0	C(C(C(C=O)=O)(C)O)=O	1	Benzilic Acid Rearrangement (inverse)	130.026608672
8668_0	C(CC(CO)(C(C(O)=O)O)O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773804
8668_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8668_0	C(CC(C(C=O)=O)(CO)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8670_0	C(C(C(C)(C(C=O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773804
8670_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8670_0	C(C(C(C(C=O)=O)(C)O)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8672_0	C(C(C(C)(C(CO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.063388104
8672_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8672_0	C(C(C(C)(C(CO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8674_0	C(C(CCO)(C(C(O)=O)O)O)=O	-1	Benzilic Acid Rearrangement (inverse)	178.04773804
8674_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8674_0	C(C(C(C=O)=O)(CCO)O)=O	1	Benzilic Acid Rearrangement (inverse)	160.037173356
8676_0	C(C(C(CO)(CCO)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.063388104
8676_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8676_0	C(C(C(CO)(CCO)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
8677_0	C(C(C(C(C=O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	164.032087976
8677_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8677_0	C(C(C(C(C=O)=O)O)O)=O	1	Benzilic Acid Rearrangement (inverse)	146.021523292
8679_0	C(C(C(CO)(C)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	150.05282342
8679_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8679_0	C(C(C(CO)(C)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	132.042258736
8680_0	C(C(C(C(C(C=O)O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	194.04265266000002
8680_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8680_0	C(C(C(C(C(C=O)=O)O)O)O)=O	1	Benzilic Acid Rearrangement (inverse)	176.032087976
8681_0	C(C(C(C)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	120.04225873600001
8681_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8681_0	C(C(C(C)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	102.031694052
8683_0	C(C(C(CO)(C(CO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	196.05830272400001
8683_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
8683_0	C(C(C(CO)(C(CO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	178.04773804
8684_0	C1(C(C(C(C1)O)O)O)=O	-1	Retro Aldol	132.042258736
8684_0	C(C(C(C(C)=O)O)O)=O	1	Retro Aldol	132.042258736
8685_0	C1(C(C(C(C1)O)O)O)=O	-1	Retro Aldol	132.042258736
8685_0	C(C(CC(CO)=O)O)=O	1	Retro Aldol	132.042258736
8685_1	C1(C(C(C(C1)O)O)O)=O	-1	Knoevenagel H (inv)	132.042258736
8685_1	C(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	132.042258736
8686_0	C1(C(C(C(CC1O)O)O)O)=O	-1	Retro Aldol	162.05282342
8686_0	C(C(CC(C(CO)=O)O)O)=O	1	Retro Aldol	162.05282342
8686_1	C1(C(C(C(CC1O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8686_1	C(C(CC(C(CO)=O)O)O)=O	1	Knoevenagel H (inv)	162.05282342
8687_0	C1(C(C(C(C1)O)(CO)O)O)=O	-1	Retro Aldol	162.05282342
8687_0	C(C(CO)(C(C(C)=O)O)O)=O	1	Retro Aldol	162.05282342
8688_0	C1(C(C(C(C1)O)(CO)O)O)=O	-1	Retro Aldol	162.05282342
8688_0	C(CO)(C(CC(CO)=O)O)=O	1	Retro Aldol	162.05282342
8688_1	C1(C(C(C(C1)O)(CO)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8688_1	C(CO)(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	162.05282342
8689_0	C1(C(CC(CO)(C1O)O)O)=O	-1	Retro Aldol	162.05282342
8689_0	C(CO)(C(CC(CO)=O)O)=O	1	Retro Aldol	162.05282342
8689_1	C1(C(CC(CO)(C1O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8689_1	C(CO)(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	162.05282342
8690_0	C1(C(C(C(CO)(C1)O)O)O)=O	-1	Retro Aldol	162.05282342
8690_0	C(C(CO)(CC(CO)=O)O)=O	1	Retro Aldol	162.05282342
8690_1	C1(C(C(C(CO)(C1)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8690_1	C(C(CO)(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	162.05282342
8691_0	C1(C(C(C(CO)(C1)O)O)O)=O	-1	Retro Aldol	162.05282342
8691_0	C(C)(C(C(C(CO)=O)O)O)=O	1	Retro Aldol	162.05282342
8692_0	C1(C(C(C(C)(C1O)O)O)O)=O	-1	Retro Aldol	162.05282342
8692_0	C(C)(C(C(C(CO)=O)O)O)=O	1	Retro Aldol	162.05282342
8692_1	C1(C(C(C(C)(C1O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8692_1	C(C)(C(C(C(CO)=O)O)O)=O	1	Knoevenagel H (inv)	162.05282342
8693_0	C1(C(C(C(C)(C1O)O)O)O)=O	-1	Retro Aldol	162.05282342
8693_0	C(C(C)(C(C(CO)=O)O)O)=O	1	Retro Aldol	162.05282342
8693_1	C1(C(C(C(C)(C1O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8693_1	C(C(C)(C(C(CO)=O)O)O)=O	1	Knoevenagel H (inv)	162.05282342
8694_0	C1(C(C(CC(C1O)O)O)O)=O	-1	Retro Aldol	162.05282342
8694_0	C(CC(C(C(CO)=O)O)O)=O	1	Retro Aldol	162.05282342
8694_1	C1(C(C(CC(C1O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
8694_1	C(CC(C(C(CO)=O)O)O)=O	1	Knoevenagel H (inv)	162.05282342
8695_0	C1(C(CO)C(C(C1)=O)O)=O	-1	Retro Aldol	144.042258736
8695_0	C(CCO)(CC(C=O)=O)=O	1	Retro Aldol	144.042258736
8695_1	C1(C(CO)C(C(C1)=O)O)=O	-1	Knoevenagel C (inverse)	144.042258736
8695_1	C(CCO)(CC(C=O)=O)=O	1	Knoevenagel C (inverse)	144.042258736
8696_0	C1(C(CO)C(C(C1)=O)O)=O	-1	Retro Aldol	144.042258736
8696_0	C=O	1	Retro Aldol	30.010564684
8696_0	C1(CC(C(C1)=O)O)=O	1	Retro Aldol	114.031694052
8696_1	C1(C(CO)C(C(C1)=O)O)=O	-1	Knoevenagel C (inverse)	144.042258736
8696_1	C=O	1	Knoevenagel C (inverse)	30.010564684
8696_1	C1(CC(C(C1)=O)O)=O	1	Knoevenagel C (inverse)	114.031694052
8697_0	C1(CCC(C(C1O)O)=O)=O	-1	Retro Aldol	144.042258736
8697_0	C(CO)(CCC(C=O)=O)=O	1	Retro Aldol	144.042258736
8697_1	C1(CCC(C(C1O)O)=O)=O	-1	Knoevenagel H (inv)	144.042258736
8697_1	C(CO)(CCC(C=O)=O)=O	1	Knoevenagel H (inv)	144.042258736
8698_0	C(C1(CCC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8698_0	C(C(CCC(C=O)=O)O)=O	1	Retro Aldol	144.042258736
8698_1	C(C1(CCC(C1O)=O)O)=O	-1	Knoevenagel H (inv)	144.042258736
8698_1	C(C(CCC(C=O)=O)O)=O	1	Knoevenagel H (inv)	144.042258736
8699_0	C(C1(CCC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8699_0	C(CO)(CCC(C=O)=O)=O	1	Retro Aldol	144.042258736
8699_1	C(C1(CCC(C1O)=O)O)=O	-1	Knoevenagel H (inv)	144.042258736
8699_1	C(CO)(CCC(C=O)=O)=O	1	Knoevenagel H (inv)	144.042258736
8700_0	C1(CC(C(CC1O)=O)O)=O	-1	Retro Aldol	144.042258736
8700_0	C(C)(C(CC(C=O)=O)O)=O	1	Retro Aldol	144.042258736
8701_0	C(C1(CC(C(C1)=O)O)O)=O	-1	Retro Aldol	144.042258736
8701_0	C(C)(C(CC(C=O)=O)O)=O	1	Retro Aldol	144.042258736
8702_0	C(C1C(CC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8702_0	C(C(C=O)C(C(C)=O)O)=O	1	Retro Aldol	144.042258736
8703_0	C(C1C(CC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8703_0	C(CC(CC(C=O)=O)O)=O	1	Retro Aldol	144.042258736
8703_1	C(C1C(CC(C1O)=O)O)=O	-1	Knoevenagel C (inverse)	144.042258736
8703_1	C(CC(CC(C=O)=O)O)=O	1	Knoevenagel C (inverse)	144.042258736
8704_0	C(C1C(CC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8704_0	C(CC(C(CC=O)O)=O)=O	1	Retro Aldol	144.042258736
8704_1	C(C1C(CC(C1O)=O)O)=O	-1	Knoevenagel C (inverse)	144.042258736
8704_1	C(CC(C(CC=O)O)=O)=O	1	Knoevenagel C (inverse)	144.042258736
8705_0	C1(C(CC(C1CO)O)=O)=O	-1	Retro Aldol	144.042258736
8705_0	C(C(C(C(C)=O)=O)CO)=O	1	Retro Aldol	144.042258736
8706_0	C1(C(CC(C1CO)O)=O)=O	-1	Retro Aldol	144.042258736
8706_0	C(CC(C(CCO)=O)=O)=O	1	Retro Aldol	144.042258736
8706_1	C1(C(CC(C1CO)O)=O)=O	-1	Knoevenagel C (inverse)	144.042258736
8706_1	C(CC(C(CCO)=O)=O)=O	1	Knoevenagel C (inverse)	144.042258736
8707_0	C1(C(CC(C1CO)O)=O)=O	-1	Retro Aldol	144.042258736
8707_0	C=O	1	Retro Aldol	30.010564684
8707_0	C1(C(CC(C1)O)=O)=O	1	Retro Aldol	114.031694052
8707_1	C1(C(CC(C1CO)O)=O)=O	-1	Knoevenagel C (inverse)	144.042258736
8707_1	C=O	1	Knoevenagel C (inverse)	30.010564684
8707_1	C1(C(CC(C1)O)=O)=O	1	Knoevenagel C (inverse)	114.031694052
8708_0	C1(CC(C(C(C1)=O)O)O)=O	-1	Retro Aldol	144.042258736
8708_0	C(C(C=O)O)(CC(C)=O)=O	1	Retro Aldol	144.042258736
8709_0	C1(CC(C(C(C1)=O)O)O)=O	-1	Retro Aldol	144.042258736
8709_0	C(CC(CC(CO)=O)=O)=O	1	Retro Aldol	144.042258736
8709_1	C1(CC(C(C(C1)=O)O)O)=O	-1	Knoevenagel H (inv)	144.042258736
8709_1	C(CC(CC(CO)=O)=O)=O	1	Knoevenagel H (inv)	144.042258736
8710_0	C1(CC(CC(C1O)=O)O)=O	-1	Retro Aldol	144.042258736
8710_0	C(CC(C(C(C)=O)O)=O)=O	1	Retro Aldol	144.042258736
8711_0	C(C1C(C(CC1O)O)=O)=O	-1	Retro Aldol	144.042258736
8711_0	C(CC(C(CC=O)O)=O)=O	1	Retro Aldol	144.042258736
8711_1	C(C1C(C(CC1O)O)=O)=O	-1	Knoevenagel C (inverse)	144.042258736
8711_1	C(CC(C(CC=O)O)=O)=O	1	Knoevenagel C (inverse)	144.042258736
8713_0	C(C1C(C(C(C1)=O)O)O)=O	-1	Retro Aldol	144.042258736
8713_0	C(C(C=O)CC(CO)=O)=O	1	Retro Aldol	144.042258736
8713_1	C(C1C(C(C(C1)=O)O)O)=O	-1	Knoevenagel H (inv)	144.042258736
8713_1	C(C(C=O)CC(CO)=O)=O	1	Knoevenagel H (inv)	144.042258736
8714_0	C(C1C(C(C(C1)=O)O)O)=O	-1	Retro Aldol	144.042258736
8714_0	C(C(C(CCC=O)=O)O)=O	1	Retro Aldol	144.042258736
8715_0	C1(C(CC(C(C1)O)O)=O)=O	-1	Retro Aldol	144.042258736
8715_0	C(C(CC(C(C)=O)=O)O)=O	1	Retro Aldol	144.042258736
8716_0	C(C1C(CC(C1O)O)=O)=O	-1	Retro Aldol	144.042258736
8716_0	C(C(C(C)=O)C(C=O)O)=O	1	Retro Aldol	144.042258736
8717_0	C(C1C(CC(C1O)O)=O)=O	-1	Retro Aldol	144.042258736
8717_0	C(CC(CC(C=O)O)=O)=O	1	Retro Aldol	144.042258736
8717_1	C(C1C(CC(C1O)O)=O)=O	-1	Knoevenagel C (inverse)	144.042258736
8717_1	C(CC(CC(C=O)O)=O)=O	1	Knoevenagel C (inverse)	144.042258736
8718_0	C1C(C(C(C(C=1)=O)O)O)O	-1	Retro Aldol	144.042258736
8718_0	C(C(C=CC(CO)=O)O)=O	1	Retro Aldol	144.042258736
8718_1	C1C(C(C(C(C=1)=O)O)O)O	-1	Knoevenagel H (inv)	144.042258736
8718_1	C(C(C=CC(CO)=O)O)=O	1	Knoevenagel H (inv)	144.042258736
8719_0	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Retro Aldol	192.063388104
8719_0	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Retro Aldol	192.063388104
8719_1	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Knoevenagel C (inverse)	192.063388104
8719_1	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Knoevenagel C (inverse)	192.063388104
8720_0	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Retro Aldol	192.063388104
8720_0	C1(C(C(C(C(C1)O)O)O)O)=O	1	Retro Aldol	162.05282342
8720_0	C=O	1	Retro Aldol	30.010564684
8720_1	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Knoevenagel C (inverse)	192.063388104
8720_1	C1(C(C(C(C(C1)O)O)O)O)=O	1	Knoevenagel C (inverse)	162.05282342
8720_1	C=O	1	Knoevenagel C (inverse)	30.010564684
8721_0	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Retro Aldol	192.063388104
8721_0	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Retro Aldol	192.063388104
8721_1	C1(C(C(C(C(C1CO)O)O)O)O)=O	-1	Knoevenagel H (inv)	192.063388104
8721_1	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Knoevenagel H (inv)	192.063388104
8722_0	C(CO)(C(C(CO)(CO)O)O)=O	-1	Retro Aldol	180.063388104
8722_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
8722_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
8722_1	C(CO)(C(C(CO)(CO)O)O)=O	-1	Knoevenagel H (inv)	180.063388104
8722_1	C(CO)(CO)=O	1	Knoevenagel H (inv)	90.031694052
8722_1	C(CO)(CO)=O	1	Knoevenagel H (inv)	90.031694052
8723_0	C(C(C)(C(C(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
8723_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
